from_id,to_id,from_state,to_state,from_time,to_time
145934, 145934, 0, 11, 0.000000, 0.000000
88293, 88293, 0, 11, 0.000000, 0.000000
72363, 72363, 0, 11, 0.000000, 0.000000
184527, 184527, 0, 11, 0.000000, 0.000000
207280, 207280, 0, 11, 0.000000, 0.000000
62986, 62986, 0, 11, 0.000000, 0.000000
39051, 39051, 0, 11, 0.000000, 0.000000
157636, 157636, 0, 11, 0.000000, 0.000000
225041, 225041, 0, 11, 0.000000, 0.000000
171610, 171610, 0, 11, 0.000000, 0.000000
79733, 79733, 0, 11, 0.000000, 0.000000
185403, 185403, 0, 11, 0.000000, 0.000000
192817, 192817, 0, 11, 0.000000, 0.000000
94394, 94394, 0, 11, 0.000000, 0.000000
19175, 19175, 0, 11, 0.000000, 0.000000
174267, 174267, 0, 11, 0.000000, 0.000000
23830, 23830, 0, 11, 0.000000, 0.000000
93359, 93359, 0, 11, 0.000000, 0.000000
219952, 219952, 0, 11, 0.000000, 0.000000
176792, 176792, 0, 11, 0.000000, 0.000000
71224, 71224, 0, 11, 0.000000, 0.000000
90386, 90386, 0, 11, 0.000000, 0.000000
22172, 22172, 0, 11, 0.000000, 0.000000
130260, 130260, 0, 11, 0.000000, 0.000000
33101, 33101, 0, 11, 0.000000, 0.000000
164187, 164187, 0, 11, 0.000000, 0.000000
216089, 216089, 0, 11, 0.000000, 0.000000
121258, 121258, 0, 11, 0.000000, 0.000000
107323, 107323, 0, 11, 0.000000, 0.000000
240395, 240395, 0, 11, 0.000000, 0.000000
259713, 259713, 0, 11, 0.000000, 0.000000
122034, 122034, 0, 11, 0.000000, 0.000000
240407, 240407, 0, 11, 0.000000, 0.000000
156757, 156757, 0, 11, 0.000000, 0.000000
4517, 4517, 0, 11, 0.000000, 0.000000
6504, 6504, 0, 11, 0.000000, 0.000000
245078, 245078, 0, 11, 0.000000, 0.000000
152605, 152605, 0, 11, 0.000000, 0.000000
114433, 114433, 0, 11, 0.000000, 0.000000
259024, 259024, 0, 11, 0.000000, 0.000000
27859, 27859, 0, 11, 0.000000, 0.000000
184155, 184155, 0, 11, 0.000000, 0.000000
134683, 134683, 0, 11, 0.000000, 0.000000
68926, 68926, 0, 11, 0.000000, 0.000000
28788, 28788, 0, 11, 0.000000, 0.000000
71215, 71215, 0, 11, 0.000000, 0.000000
110773, 110773, 0, 11, 0.000000, 0.000000
237754, 237754, 0, 11, 0.000000, 0.000000
143185, 143185, 0, 11, 0.000000, 0.000000
248809, 248809, 0, 11, 0.000000, 0.000000
56617, 56617, 0, 11, 0.000000, 0.000000
67428, 67428, 0, 11, 0.000000, 0.000000
192391, 192391, 0, 11, 0.000000, 0.000000
104856, 104856, 0, 11, 0.000000, 0.000000
209149, 209149, 0, 11, 0.000000, 0.000000
155222, 155222, 0, 11, 0.000000, 0.000000
66749, 66749, 0, 11, 0.000000, 0.000000
112376, 112376, 0, 11, 0.000000, 0.000000
52438, 52438, 0, 11, 0.000000, 0.000000
62127, 62127, 0, 11, 0.000000, 0.000000
247031, 247031, 0, 11, 0.000000, 0.000000
18669, 18669, 0, 11, 0.000000, 0.000000
140976, 140976, 0, 11, 0.000000, 0.000000
110555, 110555, 0, 11, 0.000000, 0.000000
140378, 140378, 0, 11, 0.000000, 0.000000
207007, 207007, 0, 11, 0.000000, 0.000000
72480, 72480, 0, 11, 0.000000, 0.000000
120426, 120426, 0, 11, 0.000000, 0.000000
6531, 6531, 0, 11, 0.000000, 0.000000
22181, 22181, 0, 11, 0.000000, 0.000000
258437, 258437, 0, 11, 0.000000, 0.000000
162516, 162516, 0, 11, 0.000000, 0.000000
98186, 98186, 0, 11, 0.000000, 0.000000
109375, 109375, 0, 11, 0.000000, 0.000000
151442, 151442, 0, 11, 0.000000, 0.000000
170045, 170045, 0, 11, 0.000000, 0.000000
49393, 49393, 0, 11, 0.000000, 0.000000
17355, 17355, 0, 11, 0.000000, 0.000000
138911, 138911, 0, 11, 0.000000, 0.000000
110371, 110371, 0, 11, 0.000000, 0.000000
204837, 204837, 0, 11, 0.000000, 0.000000
17034, 17034, 0, 11, 0.000000, 0.000000
17146, 17146, 0, 11, 0.000000, 0.000000
182705, 182705, 0, 11, 0.000000, 0.000000
56200, 56200, 0, 11, 0.000000, 0.000000
131303, 131303, 0, 11, 0.000000, 0.000000
62477, 62477, 0, 11, 0.000000, 0.000000
142871, 142871, 0, 11, 0.000000, 0.000000
203383, 203383, 0, 11, 0.000000, 0.000000
136350, 136350, 0, 11, 0.000000, 0.000000
233781, 233781, 0, 11, 0.000000, 0.000000
122135, 122135, 0, 11, 0.000000, 0.000000
36577, 36577, 0, 11, 0.000000, 0.000000
152836, 152836, 0, 11, 0.000000, 0.000000
49847, 49847, 0, 11, 0.000000, 0.000000
240639, 240639, 0, 11, 0.000000, 0.000000
132928, 132928, 0, 11, 0.000000, 0.000000
65448, 65448, 0, 11, 0.000000, 0.000000
209638, 209638, 0, 11, 0.000000, 0.000000
249656, 249656, 0, 11, 0.000000, 0.000000
87086, 87086, 0, 11, 0.000000, 0.000000
