OBJECTID,NAME,ADDRESS,AREA_CODE,PHONE,SUITE,ST_NUM,PREFIX,STREET,CLASS,ID,X,Y,FIRE_ID,ZIP_ID,TYPE,SUFFIX,EDITOR,EDIT_DATE,STATE,CITY_ID,POLICE_ID_RMS,EXCLUDE,GLOBALID,SUBCLASS
1,WOMENS CLINIC,2410 MAHAN DR,,656-9177, #01,2410,,MAHAN,MED,10332,-84.23850324,30.45668443,102,32308,DR,,PENCEP,4/6/2020 0:00,FL,TALLAHASSEE,6,,{99F76434-A373-47CF-AEF4-564968A4DB2D},340
2,ALL AMERICAN VAPOR,1373 MAHAN DR,,402-9890,,1373,,MAHAN,COM,11780,-84.26001795,30.44820189,101,32308,DR,,PENCEP,4/7/2020 0:00,FL,TALLAHASSEE,5,,{54D16D2A-9199-4B53-A680-4943204D816C},549
3,BIG BEND CARES,2201 S MONROE ST,,656-2437,,2201,S,MONROE,ORG,9428,-84.28028379,30.41936576,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{C7B96809-F79B-4AED-9DC2-3BF8FE952E17},599
4,AUTO ZONE,2526 S MONROE ST,,656-4283,A,2526,S,MONROE,COM,589,-84.28099507,30.41576839,301,32301,ST,,PENCEP,,FL,TALLAHASSEE,11,,{ADB5671B-2861-483F-9D5D-E3FE1C7DBF6D},579
5,AVIS - BUDGET CAR RENTAL,1414 S MONROE ST,,222-3744,,1414,S,MONROE,COM,602,-84.28098834,30.42977686,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{A93BFD00-2F68-40A3-9E44-B61C962757E0},
6,,3613 WOODVILLE HWY,,,,3613,,WOODVILLE,COM,2374,-84.27924412,30.39713344,301,32305,HWY,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{2017B69C-AF61-42E8-BAEA-32889D8B1DE9},579
7,TIRE CENTRE,2620 S MONROE ST,,671-4181,,2620,S,MONROE,COM,6850,-84.28096995,30.41337251,301,32301,ST,,PENCEP,2/11/2019 0:00,FL,TALLAHASSEE,11,,{787155F7-9921-4FA0-BC7D-3C9B0D5C0468},
8,CSL PLASMA,2525 S MONROE ST,,583-7797,#18-A,2525,S,MONROE,COM,6528,-84.27879417,30.41517178,202,32303,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{1A7490DE-D630-4F10-9E05-BFE08E0D7D78},341
9,,1512 S MONROE ST,,,,1512,S,MONROE,COM,1401,-84.28085577,30.428214,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{C1B2416C-5BF4-44B1-BA4E-50AE00B7D211},
10,CAPITAL BUSINESS CENTER & MINI STORAGE,1851 S MONROE ST,,224-4009,,1851,S,MONROE,COM,309,-84.27936231,30.42420508,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{F8E9970D-B710-4DCB-843E-3C2DD80648AB},599
11,DOLLAR GENERAL,2525 S MONROE ST,,,#50,2525,S,MONROE,COM,2825,-84.27877798,30.41494987,202,32303,ST,,PENCEP,10/24/2012 0:00,FL,TALLAHASSEE,7,,{EDF82612-F4A8-4F67-9DC3-75888C9814BD},581
12,EARLEYS KITCHEN,1458 S MONROE ST,,224-7090,,1458,S,MONROE,RST,2044,-84.28095662,30.42866698,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{020EB061-8759-487D-8730-FCC7E3439726},161
13,EXPRESSIONS MOVEMENT STUDIO,1541 S MONROE ST,,565-9643,,1541,S,MONROE,COM,2047,-84.2802788,30.42758852,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{383FA3AB-5483-493B-9A58-E147A82D89DD},121
14,,3650 WOODVILLE HWY,,,,3650,,WOODVILLE,COM,540,-84.27893192,30.39435433,301,32305,HWY,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,11,,{85269188-7BFE-4CDA-9ED3-8B18190959AC},579
15,,1530 S MONROE ST,,,#2190,1530,S,MONROE,COM,2298,-84.28116771,30.42773387,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{AAAF0A73-E764-450E-882E-41CA7433A3F3},
16,,1711 S MONROE ST,,224-0239,,1711,S,MONROE,COM,1234,-84.28012998,30.425584,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{B06A9924-9F60-4225-91B9-C859F961BBE6},
17,TYSONS GARAGE,1609 S MONROE ST,,597-9242,,1609,S,MONROE,COM,726,-84.2803263,30.42660851,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{F5BF58D8-8941-49DF-A637-392EDDFFFE42},
18,FAMILY DOLLAR,2526 S MONROE ST,,877-0369,H,2526,S,MONROE,COM,2652,-84.28196342,30.41577482,301,32301,ST,,PENCEP,,FL,TALLAHASSEE,11,,{8FE2C572-F17A-4115-9374-032DDDB8AA3D},581
19,SIMPLY FASHIONS,2525 S MONROE ST,,,#20,2525,S,MONROE,COM,1695,-84.27921058,30.41561623,301,32301,ST,,PENCEP,10/24/2012 0:00,FL,TALLAHASSEE,7,,{2401FD36-F13A-477B-B858-84424A96DF28},
20,,3611 WOODVILLE HWY,,,A,3611,,WOODVILLE,COM,963,-84.27924787,30.3977307,301,32305,HWY,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{CEE9444F-4A64-434B-8D32-661F0781A99A},599
21,,1606 S MONROE ST,,224-5417,,1606,S,MONROE,COM,2079,-84.28084604,30.42688412,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{BC484C03-9A81-48AC-9F45-43A1796DB2A7},
22,SUPERIOR CLEANERS,1413 S MONROE ST,,222-0652,,1413,S,MONROE,COM,1850,-84.28022871,30.43011493,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{79401FA3-C686-46E5-8CA3-D41A5D264ED2},564
23,CARE POINT,2200 S MONROE ST,,,,2200,S,MONROE,MED,2546,-84.28093362,30.41957833,301,32301,ST,,PENCEP,5/31/2017 0:00,FL,TALLAHASSEE,11,,{257E861E-6BA4-42C2-B726-E4A9E95A08E4},341
24,ADVANCE DISCOUNT AUTO PARTS,2135 S MONROE ST,,878-9914,,2135,S,MONROE,COM,167,-84.2800645,30.42039341,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{A493899D-0F6D-447F-B803-87E077005945},579
25,GARY MOUTLON AUTO CENTER,1430 S MONROE ST,,222-8804,,1430,S,MONROE,COM,3348,-84.28138968,30.42915708,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{6ABD892E-0EEF-425E-BD8D-5AA2D8A58A4D},579
26,UNITED INSURANCE,1839 S MONROE ST,,385-5184,A,1839,S,MONROE,COM,5080,-84.28028819,30.42455869,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{BB3CE6D1-EEDE-4529-B58D-744C830BFC57},599
27,TRADESMEN INTERNATIONAL,1839 S MONROE ST,,222-8232,C,1839,S,MONROE,COM,6606,-84.28028819,30.42455869,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{7879AD52-13E1-4919-89D8-8F9D7EC93FC8},599
28,NAIL LAND,2526 S MONROE ST,,727-5710,G,2526,S,MONROE,COM,6609,-84.28174083,30.41576481,301,32301,ST,,PENCEP,2/18/2015 0:00,FL,TALLAHASSEE,11,,{27640A11-2EBC-416A-8AC0-5D4096EF1602},557
29,NEW LIFE UNITED METHODIST CHURCH,2821 S MONROE ST,,877-4823,,2821,S,MONROE,REL,7696,-84.28006878,30.4091525,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{587A1D71-B004-44F8-A08C-5532D85D5990},131
30,GRACES WIGS,2547 S ADAMS ST,,877-0707,,2547,S,ADAMS,COM,10469,-84.28133231,30.41483105,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,11,,{437DE8B1-0CB5-4095-B2B7-4D1FBA1ABFBE},
31,APPLIANCE DISCOUNTERS,1429 S MONROE ST,,765-5899,,1429,S,MONROE,COM,10554,-84.28043345,30.42937328,301,32301,ST,,PENCEP,7/25/2017 0:00,FL,TALLAHASSEE,7,,{C6E33421-8027-4E85-9029-BB0686794107},580
32,PILGRIM REST PRIMITIVE BAPTIST CHURCH,3727 WOODVILLE HWY,,273-0820,,3727,,WOODVILLE,REL,10420,-84.2770025,30.39235409,301,32305,HWY,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{B5FB823D-8443-4D83-B05B-A88FB552737B},131
33,CAPITAL CIGARS,3030 S MONROE ST,,251-2980,#11,3030,S,MONROE,COM,7901,-84.28143601,30.4063788,301,32301,ST,,PENCEP,7/25/2017 0:00,FL,TALLAHASSEE,11,,{3B11204C-4DA8-4BE2-BA67-3F96274D2C67},549
34,CALIS BEAUTY,3030 S MONROE ST,,,#10B,3030,S,MONROE,COM,9349,-84.28135408,30.40644395,301,32301,ST,,PENCEP,3/21/2016 0:00,FL,TALLAHASSEE,11,,{178EAF47-AD84-4D46-A000-65D9CEBCCA6C},557
35,,1327 S MONROE ST,,,,1327,S,MONROE,COM,7843,-84.28038016,30.43054996,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{01B9EE90-709B-42EA-9A8D-D56B0E7FC446},
36,SOUTHSIDE COMMUNITY LAW CENTER,2902 S MONROE ST,,570-9119,,2902,S,MONROE,COM,7038,-84.28112163,30.40832217,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,11,,{97296E19-7FB4-427B-9FD6-0848F8BE9CF9},599
37,BARBER SHOP,1533 S MONROE ST,,,#06,1533,S,MONROE,COM,11754,-84.28030485,30.42796612,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{8E435AE4-1892-4018-BD82-FCAA508A5692},557
38,SUNOCO GAS,1417 S MONROE ST,,727-8514,,1417,S,MONROE,GAS,2599,-84.28027729,30.42981872,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{83D167C7-395C-494E-87E4-EB2754C8CA53},571
39,PEOPLE READY LABOR,2525 S MONROE ST,,222-4889,#54,2525,S,MONROE,COM,11756,-84.27879417,30.41517178,202,32303,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{E285FFE6-A20E-4F55-851A-B14F73FB5E1E},599
40,SAVE-A-LOT,2525 S MONROE ST,,656-4923,#54,2525,S,MONROE,COM,11757,-84.27879417,30.41517178,202,32303,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{6C0C06BB-73BE-4FFC-9F77-1F81FD36662B},519
41,GEEK SOURCES,1900 S MONROE ST,,443-5926,,1900,S,MONROE,COM,11758,-84,30.4241642,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{DE23C71D-126C-4148-A1BC-0C79FCEA4AE9},635
42,WELLCARE HEALTH PLANS,2525 S MONROE ST,,523-4300,#02,2525,S,MONROE,COM,11759,-84,30.41562167,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{FEB17B48-16EC-4870-BD78-9AF48AAD48AA},599
43,XANADU TATTOO,1533 S MONROE ST,,629-4087,#07,1533,S,MONROE,COM,11760,-84.28030485,30.42796612,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{21CDBE8D-6A1B-4332-A427-134472934420},557
44,NU MOTION,1839 S MONROE ST,,386-4606,D,1839,S,MONROE,COM,11762,-84.28028819,30.42455869,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{E60AD201-191D-49C9-95B2-BF25901CC11F},599
45,SIMPLY 10,3030 S MONROE ST,,999-1809,#12,3030,S,MONROE,COM,11763,-84.28143601,30.4063788,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,11,,{B839C616-487A-4D48-ADBC-7B2BC40477F9},539
46,SOUTH MONROE BARBER SHOP,1936 S MONROE ST,,228-4679,,1936,S,MONROE,COM,8024,-84.28083999,30.42254017,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{A88A5C7A-2049-4D8E-AA2E-A4E72CB7EDAB},557
47,U-HAUL NEIGHBORHOOD DEALER,1621 S MONROE ST,,391-6170,,1621,S,MONROE,COM,308,-84.28023724,30.42489497,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{ACDDBA68-F4B1-4692-AD0C-60238891E84E},580
48,,2613 S MONROE ST,,878-5616,,2613,S,MONROE,BNK,3649,-84.28009489,30.41344955,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{E361B58B-D948-4D50-9680-B746F401C151},592
49,H&R BLOCK,3030 S MONROE ST,,877-6255,#01-A,3030,S,MONROE,COM,3595,-84.28198871,30.40633407,301,32301,ST,,PENCEP,,FL,TALLAHASSEE,11,,{15067DE5-2382-43A1-85AE-8DFD2D03CED9},599
50,PIGGLY WIGGLY,2526 S MONROE ST,,536-6133,C,2526,S,MONROE,COM,3698,-84.28123994,30.4157688,301,32301,ST,,PENCEP,3/16/2017 0:00,FL,TALLAHASSEE,11,,{6D949C12-73EE-42F2-9FAE-13E0A86CD841},
51,Q&Q MART,2526 S MONROE ST,,878-1183,F,2526,S,MONROE,COM,6119,-84.28149075,30.41577015,301,32301,ST,,PENCEP,,FL,TALLAHASSEE,11,,{4AD4979F-7D89-493C-9892-314D4C6A34A7},
52,RENT A CENTER,2545 S ADAMS ST,,878-2137,,2545,S,ADAMS,COM,6287,-84.28147815,30.41467044,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,11,,{DC0ED848-0259-4DBD-8178-89AE0403E186},
53,SEGWAY TOURS,1500 S MONROE ST,,385-6376,,1500,S,MONROE,COM,3750,-84.28085077,30.42839352,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,10,,{7050FBB1-7006-44EF-9AB8-DAECA3D62AEF},174
54,CITI TRENDS,2525 S MONROE ST,,,#18-C,2525,S,MONROE,COM,3391,-84.27879417,30.41517178,301,32301,ST,,PENCEP,7/1/2016 0:00,FL,TALLAHASSEE,7,,{7B1A7A1F-9B5B-4DFF-8FEC-4B0FA67C06F6},
55,C LINE APPAREL,1533 S MONROE ST,,222-3032,#02,1533,S,MONROE,COM,10181,-84.28030485,30.42796612,301,32301,ST,,PENCEP,4/1/2020 0:00,FL,TALLAHASSEE,7,,{C80ABBF8-AAC4-4724-85BF-7214ED7BA4C8},
56,CRICKET WIRELESS,3030 S MONROE ST,,727-0302,#10-B,3030,S,MONROE,COM,18,-84.28135854,30.40694078,301,32301,ST,,PENCEP,1/3/2017 0:00,FL,TALLAHASSEE,11,,{BF49E2D4-6066-43E4-A4FF-C9D3504038AF},549
57,ASSOCIATION OF FLORIDA COLLEGES,1725 MAHAN DR,,222-3222,,1725,,MAHAN,ORG,4727,-84.25410911,30.4500025,101,32308,DR,,PENCEP,4/7/2020 0:00,FL,TALLAHASSEE,5,,{C8FEED8B-4CC3-474B-AED6-8EC28F3D7747},599
58,MARATHON GAS,1703 MAHAN DR,,656-2499,,1703,,MAHAN,GAS,1635,-84.25745509,30.44904392,101,32308,DR,,PENCEP,4/7/2020 0:00,FL,TALLAHASSEE,5,,{347924D3-DE00-4930-B33E-18AF8178CA8E},571
59,,1729 MAHAN DR,,,,1729,,MAHAN,COM,6731,-84.25372966,30.45028202,101,32308,DR,,PENCEP,,FL,TALLAHASSEE,5,,{8A47E8CD-7A0B-4F5F-85A5-B7F44F554FBE},
60,,1711 MAHAN DR,,,,1711,,MAHAN,COM,10480,-84.25571479,30.44953134,101,32308,DR,,PENCEP,4/7/2020 0:00,FL,TALLAHASSEE,5,,{4A48235B-4C71-4DC1-BD9D-3ED17D93F53C},
61,FLORIDA SOCIETY OF ASSOC EXECUTIVES,2410 MAHAN DR,,222-7994,#02,2410,,MAHAN,ORG,10802,-84.23858131,30.45665697,102,32308,DR,,PENCEP,8/31/2017 0:00,FL,TALLAHASSEE,6,,{CBA5C946-D9AC-4D6D-8EFF-0D8561CE5095},
62,H&H FURNITURE,1410 MARKET ST,,,B-2,1410,,MARKET,COM,3494,-84.25380415,30.50712137,900,32312,ST,,PENCEP,11/30/2017 0:00,FL,TALLAHASSEE,1,,{131B25DB-A2EF-4EEA-BD94-730B0AA19D37},539
63,SPRIGGS LAID BACK LUXE,1410 MARKET ST,,,B-4,1410,,MARKET,COM,4525,-84.25380415,30.50712137,900,32312,ST,,PENCEP,11/30/2017 0:00,FL,TALLAHASSEE,1,,{4F662D5A-71F9-49AE-8FF9-5F047F9B917F},
64,CUTS BY US,3551 S BLAIR STONE RD,,656-7716,#120,3551,S,BLAIR STONE,COM,9006,-84.23755338,30.40431789,1800,32301,RD,,PENCEP,3/20/2020 0:00,FL,TALLAHASSEE,8,,{68DC8BBC-4D8E-44A1-97EF-3590013C7CDA},557
65,IMAGE NAIL SALON & SPA,1410 MARKET ST,,765-3155,B-3,1410,,MARKET,COM,8460,-84.25380906,30.50706364,900,32312,ST,,PENCEP,3/20/2020 0:00,FL,TALLAHASSEE,1,,{43CB03F2-B78A-437E-96F5-223B141643B6},557
66,CARVERS DISCOUNT CLEANERS,3551 S BLAIR STONE RD,,354-8183,#115,3551,S,BLAIR STONE,COM,2572,-84.23755536,30.40357168,1800,32301,RD,,PENCEP,3/20/2020 0:00,FL,TALLAHASSEE,8,,{5267AC22-B4B5-41DD-8FA7-E2C1278BBE4B},564
67,HIGHER GROUND BICYCLE CO,1410 MARKET ST,,562-2453,A-2,1410,,MARKET,COM,6341,-84.25387816,30.50704315,900,32312,ST,,PENCEP,9/12/2013 0:00,FL,TALLAHASSEE,1,,{2673EBC9-F45C-4574-BAE3-A9063EB2CFDE},
68,FSU JIM MORAN BUILDING,111 S MONROE ST,,363-7250,,111,S,MONROE,EDU,687,-84.28029403,30.44140345,101,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,5,,{B5BA7360-DB10-4B80-B99F-1AFDF280BB6F},241
69,SOUL VEG JUICE BAR & CAFE,1205 S ADAMS ST,,999-8478,#A,1205,S,ADAMS,RST,71,-84.28160814,30.43222471,301,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,10,,{E38B6A16-C12E-492B-9140-5332A064C116},161
70,FLORIDA DENTAL ASSOCIATION,118 E JEFFERSON ST,,681-3629,,118,E,JEFFERSON,ORG,2910,-84.28115967,30.43974998,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{4091775C-3663-4118-AE63-4588E6689AAE},
71,FLORIDA EDUCATION ASSOCIATION,118 S MONROE ST,,201-2800,,118,S,MONROE,ORG,2915,-84.28102181,30.44107169,105,32301,ST,,PENCEP,5/1/2018 0:00,FL,TALLAHASSEE,15,,{7918CC0C-3168-4C22-B99A-2917FAE6DD47},
72,FLORIDA ASSOC OF DISTRICT SCHOOL SUPERINTENDENTS,208 S MONROE ST,,577-5784,,208,S,MONROE,ORG,4265,-84.280877,30.4402859,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{7CD443D7-2C01-4F34-B03A-68C5757400B4},599
73,IL LUSSO RESTAURANT,201 PARK AVE E,,765-8562,#100,201,,PARK,RST,4344,-84.28026269,30.44158589,105,32301,AVE,E,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,5,,{B33CD7D7-54BB-418C-B5FE-934BA2E70286},161
74,FLORIDA JUSTICE ASSOC,218 S MONROE ST,,224-9403,,218,S,MONROE,ORG,4325,-84.2810802,30.44006445,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{4A4BBA59-65B8-43D3-82A5-C2E4F374C0CA},599
75,BB&T BANK,119 S MONROE ST,,,#123,123,S,MONROE,BNK,6840,-84.28019032,30.44114356,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{FFE27E26-5E33-4410-B80D-482E8D48B59E},592
76,MY SECRETARY OF TALLAHASSEE,110 S MONROE ST,,222-8973,A,110,S,MONROE,COM,5372,-84.28102159,30.44129609,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{33882A97-7E8F-4F2D-B731-048559DD4622},
77,IMAGINE THAT!,110 S MONROE ST,,385-8881,,110,S,MONROE,COM,8733,-84.28102159,30.44129609,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{2E30C8CD-A258-477B-8671-D788BFF248D7},
78,THE ALAI GROUP,110 S MONROE ST,,,F,110,S,MONROE,COM,8569,-84.28102159,30.44129609,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{8D9D8257-5059-42F6-AB32-DB6DD6106393},
79,PROOF BREWING CO,1320 S MONROE ST,,577-0517,,1320,S,MONROE,ALC,61,-84.28134087,30.43090123,301,32301,ST,,PENCEP,1/7/2019 0:00,FL,TALLAHASSEE,10,,{847E1A56-DCFB-42A0-B494-04AEF14A9CF0},162
80,FLORIDA SCHOOL BOARD ASSOC,203 S MONROE ST,,414-2578,,227,S,MONROE,ORG,6558,-84.28037293,30.44051108,105,32301,ST,,PENCEP,1/18/2017 0:00,FL,TALLAHASSEE,5,,{C17DCDB2-91A5-4484-A6B8-74C355369567},599
81,,110 S MONROE ST,,,#02,110,S,MONROE,COM,1261,-84.28102159,30.44129609,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{FEC68DE7-B98A-436F-938D-6110F56B3A74},
82,FLORIDA AFL-CIO,135 S MONROE ST,,224-6926,,135,S,MONROE,ORG,2856,-84.28043937,30.44089145,101,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,5,,{2C930D69-984A-43E3-A595-86E7DA6AF122},
83,REGIONS BANK,201 S MONROE ST,,222-3727,,201,S,MONROE,BNK,393,-84.28037293,30.44051108,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,5,,{ECF5CE4A-9A4E-4166-80E1-FC7FDDCA8A2C},592
84,FUBA WORKERS COMP,116 S MONROE ST,,577-3030,,116,S,MONROE,COM,2623,-84.28101588,30.44118172,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{2C7ED514-9E2B-4725-B0C4-E5966F891CB8},
85,COMMERCE GROUP ASSOCIATED,104 S MONROE ST,,425-1344,#02,104,S,MONROE,COM,1804,-84.2809499,30.44158496,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{74E33AA0-11B1-44A9-BFE2-21AC2D5CD1D1},599
86,,201 S MONROE ST,,,#500,201,S,MONROE,COM,8678,-84.28037293,30.44051108,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,5,,{A7A06EF3-C84B-4B3C-853E-0DF01F0DA6E1},599
87,FLORIDA ASSOC OF REALTORS,200 S MONROE ST,,224-1400,,200,S,MONROE,ORG,2871,-84.28098384,30.44059071,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{44B31A03-0168-4F55-823A-2F65E916D211},
88,FLORIDA ASSOC OF SCHOOL ADMINISTR,206 S MONROE ST,,224-3626,#100,206,S,MONROE,ORG,2873,-84.28087685,30.44034918,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{1188D8DF-8353-4893-ADE4-ED9A147D7783},
89,,204 S MONROE ST,,,,204,S,MONROE,COM,155,-84.28102091,30.44045898,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{ABFB84BE-3647-47E9-AE5E-4BDA5C609777},599
90,METRO DELI OF TALLAHASSEE,104 S MONROE ST,,224-6870,#01,104,S,MONROE,COM,5143,-84.2809499,30.44158496,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{836F7077-1787-414D-94A2-35F3758AE4F9},
91,HIGH POINT MINISTRIES,110 S MONROE ST,,,,110,S,MONROE,REL,3796,-84.28102159,30.44129609,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{5E91EDBC-3CB8-431D-9E12-DC9A64D0410A},131
92,DORI SAVES LIVES,214 S MONROE ST,,566-0009,,214,S,MONROE,ORG,3296,-84.28103105,30.4401096,105,32301,ST,,PENCEP,8/11/2017 0:00,FL,TALLAHASSEE,15,,{DDE3CA37-314D-4D1E-8D2C-B9B83A865E42},599
93,LUTZ WEBB LAW FIRM,110 S MONROE ST,,521-0890,,110,S,MONROE,COM,4863,-84.28102159,30.44129609,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{723F5129-4F80-492D-A007-F7E830C07442},
94,CENTER POINT CHURCH,1200 S MONROE ST,,222-4884,,1200,S,MONROE,REL,7635,-84.28101263,30.43220685,301,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,10,,{51189086-B485-451F-8869-32A7E7443DFD},131
95,WACX-LP TV 9,110 S MONROE ST,,222-0909,,110,S,MONROE,COM,7879,-84.28102159,30.44129609,105,32301,ST,,PENCEP,9/22/2014 0:00,FL,TALLAHASSEE,15,,{612D4512-D9BF-4119-B5A0-961AC99F5D00},
96,FLORIDA INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,119 S MONROE ST,,321-6167,#121,119,S,MONROE,ORG,9329,-84.28040547,30.44107192,101,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,5,,{43C4106D-277F-48C4-ACE2-1101FE5E4847},
97,METZ HUSBAND DAUGHTON LAW FIRM,119 S MONROE ST,,205-9000,#200,119,S,MONROE,COM,7020,-84.28042455,30.44122069,101,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,5,,{0D5B40A6-80EC-4E5B-B5FC-73BD199FAB08},599
98,HOPPING GREEN SAMS LAW FIRM,119 S MONROE ST,,222-7500,#300,119,S,MONROE,COM,11746,-84.28042455,30.44122069,101,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,5,,{CE449469-D121-4E6E-B645-BECE68C76B46},599
99,UNION BANK MUSEUM & ARCHIVES,219 APALACHEE PKWY,,561-2603,,219,,APALACHEE,STA,11747,-84.28126831,30.4381097,105,32301,PKWY,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,7,,{220D4921-3E81-4785-8555-4EFF120146D0},152
100,FLORIDA VIETNAM VETERANS MEMORIAL,S MONROE ST,,,,,S,MONROE,STA,11748,-84.28126831,30.4381097,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,7,,{BB0AC1BF-1C88-4F9E-A498-34A1F9BA9EF9},154
101,TALLY MAC SHACK,1215 S ADAMS ST,,296-9317,A,1215,S,ADAMS,RST,11749,-84.28160814,30.43222471,301,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,10,,{0A0D55FD-AF23-4F08-A524-7F2B9D3028D8},161
102,CERRA CONSULTING GROUP,206 S MONROE ST,,222-4428,#104,206,S,MONROE,COM,11750,-84.28087685,30.44034918,105,32301,ST,,PENCEP,3/31/2020 0:00,FL,TALLAHASSEE,15,,{7634E038-654F-4E61-B464-1A8545FA76CB},599
