serialno,rt,division,puma,region,st,adjhsg,adjinc,wgtp,np,type,acr,ags,bds,bld,bus,conp,elep,fs,fulp,gasp,hfl,insp,mhp,mrgi,mrgp,mrgt,mrgx,rms,rntm,rntp,smp,tel,ten,vacs,val,veh,watp,ybl,fes,fincp,fparc,grntp,grpip,hhl,hht,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxp,wif,wkexrel,workstat,facrp,fagsp,fbdsp,fbldp,fbusp,fconp,felep,ffsp,ffulp,fgasp,fhflp,finsp,fkitp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fplmp,frmsp,frntmp,frntp,fsmp,fsmxhp,fsmxsp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyblp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,hinc_adj
2009001319367,H,5,702,3,12,1048571,1048026,40,1,1,,,2,04,,0000,150,2,0002,003,3,,,,,,,5,2,00480,,1,3,,,1,0001,5,,,,0630,017,1,6,43700,0,4,4,4,1,1,4,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,60,38,40,35,35,37,10,15,12,37,68,43,12,40,35,13,40,70,85,65,64,40,33,45,41,45,11,10,14,38,62,35,12,42,37,14,32,63,85,80,62,42,39,34,35,48,13,12,10,41,56,42,10,41,42,11,35,61,68,61,61,44,35,41,41,45,14,12,13,44,62,39,10,41,41,10,40,63,70,45798.74375382468000
2007000263539,H,5,702,3,12,1084729,1102938,11,1,1,2,1,3,01,2,0000,100,2,0002,003,3,00990,00000,2,00260,2,1,5,,,,1,1,,12,1,0002,3,,,,,,1,6,26200,0,4,4,4,1,1,4,00,,0,0,00,023,0,1,0,0,0,0,1,00504,3,0,0,16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,20,8,3,4,15,14,16,11,10,13,10,5,17,14,27,11,3,22,11,4,17,9,4,4,14,9,9,10,9,34,15,2,19,11,21,13,3,4,9,35,3,8,24,21,11,13,12,10,10,4,13,21,4,13,2,15,28,3,9,15,3,8,14,18,11,10,11,19,12,3,14,23,3,9,3,13,13,21,28896.98625633176400
2010000466846,H,5,701,3,12,1031543,1039407,42,1,1,,,1,07,,0000,150,2,0002,003,3,,,,,,,3,2,00930,,1,3,,,1,0120,4,,,,1090,015,1,4,87020,0,4,4,4,1,1,3,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,44,39,73,47,44,15,12,87,70,12,42,69,11,13,49,47,69,38,36,42,34,50,68,42,38,12,13,52,69,12,43,65,11,12,41,39,67,48,44,43,49,49,73,40,42,12,12,64,67,13,41,67,11,14,41,41,71,37,45,35,42,43,62,37,47,13,14,71,73,15,41,61,13,13,42,44,69,41,48,41,90449.22082953813920
2011000245155,H,5,701,3,12,1000000,1018237,18,1,1,1,,3,02,2,0000,160,2,0002,002,3,,,,,,,5,2,00750,,1,3,,,1,0002,5,,,,0910,061,1,6,18000,0,4,4,4,1,1,2,00,,0,0,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,20,17,17,17,18,33,24,6,29,20,38,18,5,22,5,35,23,26,6,5,24,16,19,19,22,31,15,6,25,15,27,24,6,15,6,29,17,26,7,5,15,19,20,21,20,39,15,5,34,18,32,18,5,18,6,27,16,31,5,5,20,19,18,20,21,26,19,7,27,25,33,18,5,18,5,39,20,34,18328.2660000
2008001260922,H,5,702,3,12,1044592,1063801,7,1,1,1,,3,02,2,0000,110,2,0002,060,1,,,,,,,5,2,00600,,1,3,,,1,0002,6,,,,0770,026,1,4,35000,0,4,4,4,1,1,4,00,,0,0,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,7,6,8,2,6,2,9,2,3,2,3,7,7,2,3,8,11,7,6,11,10,10,10,9,12,6,14,7,8,7,4,9,12,7,14,10,6,14,9,8,8,8,6,10,8,18,7,13,12,12,10,10,5,8,15,6,3,4,8,2,2,3,2,8,1,10,3,7,9,7,6,1,2,8,8,2,6,37233.03614938845000
2009000068358,H,5,702,3,12,1048571,1048026,31,4,1,1,,4,02,2,0000,300,2,0002,100,1,00430,,1,01400,1,1,7,,,,1,1,,18,2,0560,2,2,000120000,2,,,4,1,120000,0,2,2,2,1,1,4,02,04,0,0,02,018,0,1,0,1,0,0,2,01847,3,0,1,44,1,8,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,46,10,25,72,9,9,37,26,51,48,28,33,36,62,26,31,14,11,60,31,15,53,26,9,56,47,31,35,10,42,39,25,28,14,40,23,38,36,9,32,44,10,36,71,8,11,26,32,50,26,26,27,28,49,23,44,14,12,60,34,13,46,36,7,52,59,37,49,10,24,51,30,31,9,42,22,50,55,6,23,125763.14074276800000
2007000603723,H,5,701,3,12,1084729,1102938,18,5,1,2,1,5,02,2,0000,400,2,0002,003,3,01600,,,,,3,9,,,,1,2,,21,3,0100,5,1,000135800,2,,,2,1,135800,1,2,2,2,1,1,4,02,05,0,0,02,008,0,1,0,1,1,1,1,00916,,0,1,57,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,45,5,20,5,18,39,16,26,6,24,18,25,19,17,22,16,18,5,27,16,6,34,16,28,17,6,17,7,24,17,7,6,13,22,19,21,16,39,5,22,25,5,20,9,18,21,23,26,5,14,21,22,18,21,24,17,19,6,25,24,11,22,15,33,13,4,20,6,31,17,7,5,26,15,16,19,18,35,4,149779.03563396387600
2008000364225,H,5,702,3,12,1044592,1063801,23,1,1,1,,3,02,2,0000,040,2,0002,010,1,00480,,1,00470,1,1,5,,,,1,1,,14,2,0030,6,,,,,,1,4,11000,0,4,4,4,1,1,7,00,,0,0,00,057,0,1,0,0,0,0,1,00523,3,0,1,11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,43,23,25,22,20,26,8,21,44,6,21,8,18,37,20,31,8,8,21,40,44,24,20,24,17,24,6,23,53,9,19,5,22,44,24,44,6,8,25,37,31,23,21,32,18,26,7,27,46,8,25,8,23,35,14,39,5,6,18,31,42,26,20,22,22,28,11,22,40,7,19,8,17,36,25,30,7,5,11701.81136123637000
2009001136337,H,5,702,3,12,1048571,1048026,18,2,1,1,,3,02,2,0000,270,2,0002,003,3,01300,,,,,3,6,,,,1,2,,14,1,0380,3,4,000044470,4,,,2,1,44470,0,4,4,4,1,1,5,00,02,0,0,00,013,0,1,0,0,2,1,1,00468,,0,1,15,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,6,32,18,5,5,5,19,29,5,19,18,15,16,28,29,20,20,31,6,21,22,16,5,20,18,18,31,21,19,6,31,5,5,19,18,32,22,22,20,26,6,31,19,6,6,5,16,25,5,17,18,18,20,32,32,16,17,34,6,22,19,16,6,19,17,19,35,22,19,6,28,5,5,18,18,26,27,19,46605.72390692410800
2007000898061,H,5,702,3,12,1084729,1102938,47,2,1,,,2,04,,0000,220,2,0002,003,3,,,,,,,5,2,00750,,1,3,,,2,0240,2,,,,0990,045,1,5,26300,0,4,4,4,1,1,3,00,,0,1,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,73,15,42,37,54,66,14,57,47,71,45,61,56,16,13,43,42,47,17,40,90,23,42,40,60,81,14,60,56,83,57,79,81,13,21,48,45,47,20,53,62,14,64,56,42,91,23,42,47,64,47,95,77,19,15,39,52,45,14,44,52,15,54,65,43,61,18,41,41,63,36,64,54,16,15,53,69,46,15,29007.28009700478600
2008000701529,H,5,701,3,12,1044592,1063801,31,2,1,,,2,08,,0000,150,2,0002,003,3,,,,,,,4,2,00630,,1,3,,,1,0001,3,7,000020000,2,0780,047,1,3,20000,0,2,2,2,1,1,4,01,02,0,0,01,,0,1,0,1,0,0,2,,,1,0,,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,27,10,40,36,8,10,27,39,29,35,31,47,27,12,52,32,60,12,26,55,35,49,10,29,60,53,35,33,30,28,34,11,31,43,10,24,8,50,34,12,31,10,50,34,9,11,35,27,26,28,26,59,32,10,43,28,53,11,30,43,34,48,11,32,39,56,32,32,36,35,32,7,33,52,8,33,8,60,21276.02065679340000
2010000811007,H,5,702,3,12,1031543,1039407,15,2,1,2,1,4,02,2,0000,450,2,0002,040,3,02000,,2,01800,2,1,9,,,00450,1,1,,20,3,0002,3,1,000351750,4,,,2,1,351750,0,4,4,4,1,1,5,00,02,0,0,00,011,0,1,0,0,0,0,1,03249,2,0,1,53,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,25,13,4,14,22,24,15,13,23,4,15,4,5,13,3,26,15,16,17,14,5,16,25,15,3,5,16,15,5,25,13,24,25,15,25,4,14,13,15,14,26,14,3,16,25,22,14,15,23,4,14,4,5,14,5,24,15,14,14,16,5,15,25,15,5,5,15,14,5,28,15,27,23,17,24,3,14,16,365611.50800724018000
2010000789702,H,5,701,3,12,1031543,1039407,13,1,1,,,2,09,,0000,130,2,0002,030,1,,,,,,,3,2,01200,,1,3,,,1,0420,4,,,,1395,020,1,6,83000,0,4,4,4,1,1,1,00,,0,0,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,15,3,14,12,22,21,4,4,22,13,4,21,25,13,12,3,13,14,13,12,14,4,11,13,24,24,3,4,25,12,3,20,19,11,13,4,12,13,12,12,13,4,16,13,25,21,4,4,19,12,4,23,24,11,13,4,13,13,12,12,14,4,12,12,23,20,5,4,21,15,4,20,22,13,12,4,13,13,86270.80359516968000
2010000776088,H,5,701,3,12,1031543,1039407,23,1,1,1,,3,02,2,0000,230,1,0002,010,3,03000,,1,01500,1,1,7,,,,1,1,,22,2,0600,4,,,,,,1,4,38800,0,4,4,4,1,1,5,00,,0,0,00,055,0,1,0,0,1,1,1,01790,3,0,1,49,,,,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,11,6,9,8,34,32,30,7,59,23,25,51,23,24,50,35,33,24,36,26,8,5,5,6,28,22,16,7,37,15,19,38,20,18,41,34,27,25,29,18,30,43,39,33,9,17,18,39,5,22,25,5,22,24,6,18,19,27,7,22,33,53,49,52,9,22,25,37,10,38,32,8,25,38,7,17,25,22,15,29,40329.00216256124800
2008000815101,H,5,702,3,12,1044592,1063801,16,3,1,1,,4,02,2,0000,250,2,0002,080,1,01100,,1,03300,1,1,6,,,,1,1,,20,2,0600,3,2,000140000,1,,,1,1,140000,0,1,1,1,1,1,3,01,03,0,0,01,032,0,1,0,1,0,0,1,03680,3,0,1,63,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,4,26,24,5,18,16,5,15,5,14,14,15,23,13,27,16,17,33,25,21,25,4,7,25,18,16,27,14,25,16,15,14,6,19,4,18,16,5,4,17,4,28,32,5,14,16,5,16,5,14,16,15,30,17,25,16,16,32,26,14,23,5,5,25,18,16,21,14,34,19,20,15,5,18,4,19,16,6,6,148932.14459755380000
2008000139028,H,5,701,3,12,1044592,1063801,17,2,1,1,,4,02,2,0000,330,2,0002,003,3,00500,,2,00250,1,1,9,,,,1,1,,23,1,0010,4,2,000120000,4,,,1,1,120000,0,4,4,4,1,1,6,00,02,0,0,00,006,0,1,0,0,2,0,1,00623,3,0,1,27,1,3,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,20,6,31,29,4,16,17,4,18,5,15,17,17,27,19,28,18,5,18,31,15,5,30,32,5,15,18,5,15,4,17,16,15,32,19,31,17,5,19,25,18,6,28,31,5,17,18,5,19,5,17,17,16,31,19,29,17,5,18,27,15,5,30,28,5,15,16,5,16,6,17,17,17,27,16,30,17,5,127656.12394076040000
2009000596246,H,5,701,3,12,1048571,1048026,15,4,1,2,1,4,02,2,0000,300,2,0002,070,3,02000,,,,,3,9,,,,1,2,,22,3,0360,2,1,000095000,2,,,1,1,95000,0,2,2,2,1,1,4,02,04,0,0,02,011,0,1,0,1,0,0,2,00900,,0,1,52,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,16,5,15,16,16,28,17,26,13,15,26,15,5,27,25,5,14,16,24,29,19,21,16,20,17,4,18,6,17,15,5,15,26,4,3,24,15,17,4,4,15,4,15,13,16,28,17,26,14,15,28,15,5,31,31,4,17,16,24,29,15,24,19,13,18,5,15,5,16,15,5,17,31,4,4,24,16,13,4,99562.48642135800000
2011000254348,H,5,701,3,12,1000000,1018237,16,2,1,,,2,09,,0000,100,1,0001,001,3,,,,,,,4,2,00590,,1,3,,,1,0001,6,8,000001300,4,0690,101,1,3,1300,0,4,4,4,1,1,2,00,02,0,0,00,,0,1,0,0,0,0,1,,,1,0,,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,19,29,17,6,17,35,38,16,19,31,9,15,4,4,17,6,27,17,16,19,22,40,19,4,11,23,34,17,14,29,4,12,5,5,14,6,25,15,19,14,18,30,23,5,17,33,30,16,14,24,7,15,4,5,14,5,25,15,17,19,15,22,13,5,14,25,33,19,23,41,7,15,4,6,16,5,30,20,16,1323.7081000
2007001238518,H,5,701,3,12,1084729,1102938,12,3,1,1,,3,02,2,0000,210,2,0002,003,9,,,,,,,6,2,01000,,2,3,,,2,0110,7,,,,1219,101,1,7,5400,0,4,4,4,1,1,1,00,,0,1,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,3,4,4,3,14,4,14,3,12,14,14,11,4,4,11,12,13,13,22,22,13,13,13,13,25,16,20,12,25,25,20,20,13,13,24,20,22,24,14,12,19,22,18,21,15,19,12,19,11,10,13,14,22,24,15,15,14,16,4,4,13,13,14,14,4,11,3,12,3,4,4,4,11,12,4,4,4,5955.86739634318800
2010000629899,H,5,701,3,12,1031543,1039407,16,4,1,1,,3,02,2,0000,130,2,0002,180,1,,,,,,,8,2,01500,,1,3,,,2,1300,3,1,000112000,2,1918,021,1,1,112000,0,2,2,2,1,1,3,02,04,0,0,02,,0,1,0,1,0,0,1,,,1,0,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,14,28,17,4,4,5,18,17,17,15,15,26,24,22,16,5,17,22,4,15,16,4,18,29,29,22,14,19,13,23,20,4,5,6,14,28,17,30,4,20,14,4,15,29,26,25,13,13,16,14,15,5,3,5,17,23,14,5,34,15,15,30,14,5,4,7,15,16,19,13,14,30,29,22,18,5,16,4,116413.61448986752000
2007000796812,H,5,702,3,12,1084729,1102938,29,1,1,2,1,3,02,2,0000,040,2,0040,003,3,00770,,,,,3,5,,,,1,2,,08,1,0002,6,,,,,,1,6,34000,0,4,4,4,1,1,7,00,,0,0,00,005,0,1,0,0,1,1,1,00140,,0,1,10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,31,13,42,11,22,35,25,37,28,49,25,32,46,26,13,49,45,11,42,28,28,48,19,39,26,28,24,10,28,9,36,30,9,33,41,8,9,59,10,36,35,13,30,9,36,31,36,45,26,37,29,36,42,30,10,40,41,10,63,31,28,45,29,48,26,27,25,12,22,7,23,26,7,34,60,9,12,47,14,37499.90582882748000
2011001386971,H,5,702,3,12,1000000,1018237,7,4,1,1,,3,02,2,0000,300,2,0002,003,3,01000,,2,00700,2,1,6,,,,1,1,,13,3,0280,4,1,000096000,2,,,1,1,96000,0,2,2,2,1,1,5,02,04,0,0,02,014,0,1,0,1,0,0,2,01138,3,0,1,09,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,5,5,5,9,7,8,2,3,16,12,2,8,15,2,1,7,6,7,9,9,6,10,11,13,9,7,2,2,20,14,1,7,12,3,2,6,6,8,11,7,6,5,6,9,7,8,2,3,12,12,3,7,11,2,2,9,6,7,10,10,7,8,8,12,8,7,1,2,14,15,3,7,12,2,2,9,7,97750.7520000
2010000941783,H,5,701,3,12,1031543,1039407,22,2,1,2,1,4,02,2,0000,190,2,0002,003,3,01300,,,,,3,8,,,,1,2,,16,2,0360,7,4,000074000,4,,,1,1,74000,0,4,4,4,1,1,7,00,02,0,0,00,007,0,1,0,0,2,2,1,00453,,0,1,27,1,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,7,5,29,21,33,34,7,16,23,20,7,21,27,23,33,23,25,25,22,18,22,23,36,39,25,27,23,39,6,30,18,9,6,8,26,38,8,35,6,37,7,7,22,18,32,39,7,27,23,18,7,19,18,25,41,20,18,22,26,18,28,25,33,43,26,23,16,45,7,40,30,6,8,6,24,51,6,36,76916.13814509104000
2010000416712,H,5,701,3,12,1031543,1039407,12,1,1,1,,3,02,2,0000,120,2,0002,003,3,00000,,,,,3,6,,,,1,2,,16,1,0360,4,,,,,,1,4,18000,0,4,4,4,1,1,5,00,,0,0,00,016,0,1,0,0,1,1,1,00233,,0,1,21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,4,19,22,19,22,4,14,13,23,4,12,12,4,10,13,5,14,13,14,11,19,4,4,3,3,21,12,12,3,15,12,13,19,12,13,21,12,13,12,12,3,28,26,18,24,4,12,13,17,3,12,12,4,12,13,4,13,10,13,14,19,4,5,4,4,19,14,13,3,25,14,14,19,13,11,23,15,14,18709.33090015728000
2011000207704,H,5,702,3,12,1000000,1018237,34,2,1,1,,3,01,2,0000,160,1,0002,003,3,00080,00560,1,00180,1,1,6,,,,1,1,,01,2,0510,2,3,000021440,4,,,1,1,21440,0,4,4,4,1,1,5,00,02,0,0,00,024,0,1,0,0,1,0,1,00430,3,0,0,01,1,7,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,33,26,13,56,27,35,12,26,44,67,32,33,13,45,48,32,54,37,11,28,14,10,37,34,12,55,31,60,56,34,64,10,33,36,31,11,31,56,32,12,34,36,12,47,38,33,13,31,39,61,34,31,9,48,67,33,58,31,12,43,11,9,31,33,11,53,28,47,46,32,60,11,32,32,32,13,35,51,34,12,21831.0012800
2008000628348,H,5,701,3,12,1044592,1063801,39,1,1,,,1,07,,0000,120,2,0002,003,3,,,,,,,3,2,00580,,1,3,,,0,0360,5,,,,0730,097,1,4,9000,0,4,4,4,2,1,2,00,,0,0,00,,0,2,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,12,40,12,43,43,73,43,73,42,70,48,38,11,37,47,12,48,9,40,54,46,13,45,62,10,36,10,33,70,41,78,9,36,69,68,40,36,37,78,12,11,42,13,41,39,79,41,61,35,64,35,37,12,42,41,13,78,11,47,42,40,13,35,60,11,45,13,39,66,45,63,15,33,69,62,36,36,36,9574.20929555703000
2008001068117,H,5,701,3,12,1044592,1063801,37,4,1,1,,2,02,2,0000,140,2,0002,003,3,,,,,,,4,2,00660,,1,3,,,2,0520,1,1,000037000,1,0843,027,1,1,37000,0,1,1,1,2,1,1,02,04,0,0,02,,0,2,0,1,0,0,2,,,1,0,,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,37,11,39,55,35,30,69,32,9,11,12,41,40,34,39,33,60,53,60,9,43,55,50,10,37,39,13,45,50,61,75,39,37,39,41,31,14,12,15,75,38,11,32,70,38,35,50,38,13,13,10,32,34,33,30,40,66,59,63,11,37,76,31,10,38,37,11,30,81,69,70,33,32,39,33,43,9,12,11,39360.63821506779000
2011000507835,H,5,701,3,12,1000000,1018237,4,1,1,,,1,05,,0000,001,1,0001,001,3,,,,,,,4,2,00420,,1,3,,,2,0001,9,,,,0420,045,1,4,11200,0,4,4,4,1,1,5,00,,0,0,00,,0,1,0,0,1,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,1,7,4,3,5,4,4,4,1,6,4,4,6,7,5,3,3,3,1,4,4,4,2,6,6,7,6,1,4,4,7,1,4,4,1,5,8,5,3,1,7,1,4,4,3,4,4,4,7,1,4,4,1,1,4,4,3,5,7,3,3,3,6,1,1,1,1,7,4,4,2,7,4,4,6,1,11404.2544000
2011001246397,H,5,701,3,12,1000000,1018237,62,5,1,1,,3,02,2,0000,540,2,0002,003,3,,,,,,,7,2,00800,,1,3,,,2,0190,2,7,000030000,2,1356,054,1,3,30000,1,2,4,2,1,1,4,00,05,0,0,03,,0,1,0,1,0,0,2,,,1,0,,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,64,74,20,49,21,54,56,16,62,101,19,19,116,77,50,83,71,82,24,67,61,55,92,90,99,67,70,121,52,19,88,93,23,60,52,21,68,20,17,58,68,87,84,48,85,77,56,89,68,17,87,97,26,79,54,23,63,18,123,75,69,59,28,79,23,67,55,19,37,97,18,17,89,58,66,95,75,92,111,30547.1100000
2009000180191,H,5,701,3,12,1048571,1048026,32,2,1,,,2,08,,0000,170,2,0002,002,3,,,,,,,3,2,00300,,1,3,,,1,0002,3,7,000006270,4,0470,090,1,3,6270,0,4,4,4,1,1,1,00,02,0,0,00,,0,1,0,0,0,0,2,,,1,0,,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,27,56,10,10,41,29,47,58,33,46,32,28,38,10,30,10,25,31,8,53,40,10,51,57,9,30,41,8,35,11,32,26,26,54,31,56,34,31,8,59,42,9,54,54,9,31,34,12,30,9,29,30,31,47,31,53,26,31,55,10,35,55,9,11,53,28,39,57,27,46,34,32,22,10,33,13,32,25,60,6571.12410380962800
2007000090157,H,5,702,3,12,1084729,1102938,27,2,1,1,,2,01,2,0000,110,2,0002,180,2,,,,,,,4,2,00200,,1,3,,,3,0002,5,1,000055000,4,0490,011,1,1,55000,0,4,4,4,1,1,1,00,02,0,0,00,,0,1,0,0,0,0,1,,,1,0,,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51,19,30,60,42,34,8,7,24,25,35,55,24,9,25,4,8,32,26,32,54,21,30,47,25,36,7,9,26,24,26,47,30,8,29,10,10,42,30,35,9,24,26,8,20,6,32,33,32,36,31,6,18,38,22,64,43,9,19,31,7,24,31,7,28,7,45,37,22,37,31,8,35,67,37,44,38,7,17,60661.61237016210000
2008000321481,H,5,702,3,12,1044592,1063801,20,2,1,2,1,3,02,2,0000,230,2,0002,003,3,00900,,1,00920,1,1,7,,,,1,1,,15,2,0002,3,1,000060000,4,,,1,1,60000,0,4,4,4,1,1,4,00,02,0,0,00,023,0,1,0,0,0,0,2,01150,3,0,1,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,19,23,32,28,6,40,25,21,5,5,4,19,29,38,7,28,44,6,27,27,5,7,18,19,25,22,31,6,18,21,32,33,6,18,18,31,22,19,15,31,24,20,7,6,33,5,28,22,37,35,39,19,12,6,31,18,7,38,6,4,38,23,18,21,14,25,7,34,19,19,15,5,38,24,26,6,21,26,63828.06197038020000
2009000234253,H,5,702,3,12,1048571,1048026,21,5,1,1,,4,02,2,0000,390,2,0002,040,3,05000,,1,02000,1,1,8,,,,1,1,,21,2,1100,3,2,000150000,2,,,1,1,150000,0,2,2,2,1,1,3,03,05,0,0,03,020,0,1,0,1,0,0,1,02522,3,0,1,62,1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,37,6,22,8,20,30,21,30,8,19,30,37,21,22,22,21,19,5,35,20,7,31,23,35,20,7,21,6,32,19,7,6,20,23,20,21,23,35,32,22,6,31,21,34,20,6,20,6,38,21,5,7,21,21,20,20,23,36,6,19,35,7,23,6,23,34,20,37,6,20,31,33,24,21,19,20,22,7,6,157203.92592846000000
