from_id,to_id,from_state,to_state,from_time,to_time
244605, 244605, 0, 11, 0.000000, 0.000000
58760, 58760, 1, 4, 0.000000, 0.000000
232456, 232456, 1, 4, 0.000000, 0.000000
246691, 246691, 1, 4, 0.000000, 0.000000
78447, 78447, 1, 4, 0.000000, 0.000000
152556, 152556, 1, 4, 0.000000, 0.000000
181318, 181318, 1, 4, 0.000000, 0.000000
93947, 93947, 1, 4, 0.000000, 0.000000
61006, 61006, 1, 4, 0.000000, 0.000000
6985, 6985, 1, 4, 0.000000, 0.000000
9658, 9658, 1, 4, 0.000000, 0.000000
237422, 237422, 1, 4, 0.000000, 0.000000
221854, 221854, 1, 4, 0.000000, 0.000000
72624, 72624, 1, 4, 0.000000, 0.000000
100805, 100805, 1, 4, 0.000000, 0.000000
34678, 34678, 1, 4, 0.000000, 0.000000
124985, 124985, 1, 4, 0.000000, 0.000000
61144, 61144, 1, 4, 0.000000, 0.000000
236499, 236499, 1, 4, 0.000000, 0.000000
13736, 13736, 1, 4, 0.000000, 0.000000
118601, 118601, 1, 4, 0.000000, 0.000000
89743, 89743, 0, 11, 0.000000, 0.100000
229003, 229003, 1, 4, 0.000000, 0.100000
239909, 239909, 1, 4, 0.000000, 0.100000
245745, 245745, 1, 4, 0.000000, 0.100000
95443, 95443, 1, 4, 0.000000, 0.100000
172336, 172336, 1, 4, 0.000000, 0.100000
41382, 41382, 1, 4, 0.000000, 0.100000
98268, 98268, 1, 4, 0.000000, 0.100000
109532, 109532, 1, 4, 0.000000, 0.100000
3196, 3196, 1, 4, 0.000000, 0.100000
42544, 42544, 0, 11, 0.000000, 0.200000
41408, 41408, 1, 4, 0.000000, 0.200000
202664, 202664, 1, 4, 0.000000, 0.200000
221660, 221660, 1, 4, 0.000000, 0.200000
111229, 111229, 1, 4, 0.000000, 0.200000
119141, 119141, 1, 4, 0.000000, 0.200000
166508, 166508, 0, 11, 0.000000, 0.300000
76447, 76447, 1, 4, 0.000000, 0.300000
21500, 21500, 1, 4, 0.000000, 0.300000
150667, 150667, 1, 4, 0.000000, 0.300000
104819, 104819, 1, 4, 0.000000, 0.300000
185657, 185657, 1, 4, 0.000000, 0.300000
47653, 47653, 1, 4, 0.000000, 0.300000
197147, 197147, 1, 4, 0.000000, 0.300000
3405, 3405, 1, 4, 0.000000, 0.300000
190974, 190974, 1, 4, 0.000000, 0.300000
203143, 203143, 1, 4, 0.000000, 0.300000
119166, 119166, 1, 4, 0.000000, 0.300000
147124, 147124, 1, 4, 0.000000, 0.300000
16355, 16355, 1, 4, 0.000000, 0.300000
255182, 255182, 1, 4, 0.000000, 0.300000
240376, 240376, 1, 4, 0.000000, 0.300000
174124, 174124, 1, 4, 0.000000, 0.300000
168098, 168098, 1, 4, 0.000000, 0.300000
163411, 163411, 0, 11, 0.000000, 0.400000
134806, 134806, 1, 4, 0.000000, 0.400000
131169, 131169, 1, 4, 0.000000, 0.400000
244665, 244665, 1, 4, 0.000000, 0.400000
119044, 119044, 1, 4, 0.000000, 0.400000
94529, 94529, 1, 4, 0.000000, 0.400000
58865, 58865, 1, 4, 0.000000, 0.400000
120820, 120820, 1, 4, 0.000000, 0.400000
46585, 46585, 1, 4, 0.000000, 0.400000
87906, 87906, 1, 4, 0.000000, 0.400000
226575, 226575, 0, 11, 0.000000, 0.500000
193370, 193370, 1, 4, 0.000000, 0.500000
11883, 11883, 1, 4, 0.000000, 0.500000
7803, 7803, 1, 4, 0.000000, 0.500000
107934, 107934, 1, 4, 0.000000, 0.500000
227960, 227960, 1, 4, 0.000000, 0.500000
169001, 169001, 1, 4, 0.000000, 0.500000
157393, 157393, 1, 4, 0.000000, 0.600000
117280, 117280, 1, 4, 0.000000, 0.600000
