from_id,to_id,from_state,to_state,from_time,to_time
20005, 20005, 0, 11, 0.000000, 0.000000
62408, 62408, 1, 4, 0.000000, 0.000000
244966, 244966, 1, 4, 0.000000, 0.000000
65208, 65208, 1, 4, 0.000000, 0.000000
187432, 187432, 1, 4, 0.000000, 0.000000
105756, 105756, 1, 4, 0.000000, 0.000000
18497, 18497, 1, 4, 0.000000, 0.000000
152477, 152477, 1, 4, 0.000000, 0.000000
143088, 143088, 1, 4, 0.000000, 0.000000
143647, 143647, 1, 4, 0.000000, 0.000000
143527, 143527, 1, 4, 0.000000, 0.000000
137440, 137440, 1, 4, 0.000000, 0.000000
128271, 128271, 1, 4, 0.000000, 0.000000
35867, 35867, 1, 4, 0.000000, 0.000000
260236, 260236, 1, 4, 0.000000, 0.000000
146033, 146033, 0, 11, 0.000000, 0.100000
108941, 108941, 1, 4, 0.000000, 0.100000
96011, 96011, 1, 4, 0.000000, 0.100000
102646, 102646, 1, 4, 0.000000, 0.100000
218843, 218843, 1, 4, 0.000000, 0.100000
177046, 177046, 1, 4, 0.000000, 0.100000
159114, 159114, 1, 4, 0.000000, 0.100000
187246, 187246, 1, 4, 0.000000, 0.100000
15775, 15775, 1, 4, 0.000000, 0.100000
114587, 114587, 1, 4, 0.000000, 0.100000
72395, 72395, 1, 4, 0.000000, 0.100000
240074, 240074, 0, 11, 0.000000, 0.200000
143527, 143528, 4, 1, 0.000000, 0.200000
143527, 143528, 1, 1, 0.000000, 0.200000
96011, 84751, 4, 1, 0.100000, 0.200000
96011, 84751, 1, 1, 0.000000, 0.200000
133699, 133699, 1, 4, 0.000000, 0.200000
79229, 79229, 1, 4, 0.000000, 0.200000
254669, 254669, 1, 4, 0.000000, 0.200000
251804, 251804, 1, 4, 0.000000, 0.200000
144093, 144093, 1, 4, 0.000000, 0.200000
226593, 226593, 1, 4, 0.000000, 0.200000
206626, 206626, 1, 4, 0.000000, 0.200000
175313, 175313, 1, 4, 0.000000, 0.200000
140865, 140865, 1, 4, 0.000000, 0.200000
175795, 175795, 1, 4, 0.000000, 0.200000
18246, 18246, 1, 4, 0.000000, 0.200000
38234, 38234, 1, 4, 0.000000, 0.200000
7472, 7472, 0, 11, 0.000000, 0.300000
105756, 105757, 4, 1, 0.000000, 0.300000
105756, 105757, 1, 1, 0.000000, 0.300000
