FID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
996,34480,1537,42,Marion,Marion-34480,Ocala,"Ocala, Belleview",654,Marion-34480,Ocala,8,8,0.564143413,0.007846175
997,34481,1538,42,Marion,Marion-34481,Ocala,Ocala,655,Marion-34481,Ocala,9,9,0.676010269,0.01484309
998,34482,1539,42,Marion,Marion-34482,Ocala,Ocala,656,Marion-34482,Ocala,15,15,0.918054388,0.021648669
999,34484,1541,60,Sumter,Sumter-34484,Oxford,"Wildwood, The Villages",1046,Sumter-34484,Oxford,17,17,0.482236611,0.006937559
1000,34488,1542,42,Marion,Marion-34488,Silver Springs,Ocala,657,Marion-34488,Silver Springs,<5,-2,1.126134676,0.023919419
1001,34491,1543,42,Marion,Marion-34491,Summerfield,"Belleview, Lady Lake, The Villages",658,Marion-34491,Summerfield,29,29,0.796111886,0.010499048
1002,34498,1546,38,Levy,Levy-34498,Yankeetown,"Inglis, Yankeetown",599,Levy-34498,Yankeetown,<5,-2,0.887273856,0.001495367
1003,34601,1548,27,Hernando,Hernando-34601,Brooksville,"Brooksville, Floral City, Hill 'n Dale, Istachatta, Lake Lindsey, Nobleton, North Brooksville, South Brooksville, Spring Hill, Spring Lake, Sugarmill Woods, Wiscon",401,Hernando-34601,Brooksville,15,15,1.04301304,0.030387432
1004,34602,1550,27,Hernando,Hernando-34602,Brooksville,"Hill 'n Dale, Ridge Manor, South Brooksville, Spring Lake",402,Hernando-34602,Brooksville,<5,-2,0.760600547,0.0161837
1005,34604,1553,27,Hernando,Hernando-34604,Brooksville,"Brooksville, Brookridge, Garden Grove, Masaryktown, Shady Hills, South Brooksville, Spring Hill, Wiscon",403,Hernando-34604,Brooksville,8,8,0.47105875,0.008906242
1006,34606,1555,27,Hernando,Hernando-34606,Spring Hill,"Weeki Wachee, North Weeki Wachee, Spring Hill, Timber Pines",404,Hernando-34606,Spring Hill,19,19,0.298973863,0.002976512
1007,34607,1557,27,Hernando,Hernando-34607,Spring Hill,"Weeki Wachee, Aripeka, Bayport, Hernando Beach, North Weeki Wachee, Pine Island, Spring Hill, Weeki Wachee Gardens",405,Hernando-34607,Spring Hill,<5,-2,1.250653716,0.006756243
1008,34608,1559,27,Hernando,Hernando-34608,Spring Hill,"High Point, North Weeki Wachee, Shady Hills, Spring Hill",406,Hernando-34608,"Brooksville, Spring Hill",34,34,0.329107249,0.003914182
1009,34609,1560,27,Hernando,Hernando-34609,Spring Hill,"Brookridge, High Point, Spring Hill",407,Hernando-34609,"Brooksville, Spring Hill",22,22,0.332376512,0.00521613
1010,34610,1563,51,Pasco,Pasco-34610,Spring Hill,"Connerton, Quail Ridge, Shady Hills, Spring Hill",840,Pasco-34610,Spring Hill,6,6,0.669223412,0.018771358
1011,34613,1564,27,Hernando,Hernando-34613,Brooksville,"Weeki Wachee, Bayport, Brookridge, High Point, North Weeki Wachee, Pine Island, South Brooksville, Spring Hill, Weeki Wachee Gardens, Wiscon",408,Hernando-34613,"Brooksville, Weeki Wachee",10,10,0.453298712,0.007790599
1012,34614,1566,27,Hernando,Hernando-34614,Brooksville,"North Weeki Wachee, South Brooksville, Sugarmill Woods",409,Hernando-34614,Brooksville,<5,-2,2.246219651,0.023659259
1013,34637,1567,51,Pasco,Pasco-34637,Land O Lakes,"Connerton, Land O' Lakes",841,Pasco-34637,Land O Lakes,12,12,0.283135691,0.003954617
1014,34638,1568,51,Pasco,Pasco-34638,Land O Lakes,"Connerton, Land O' Lakes, Moon Lake, Quail Ridge",842,Pasco-34638,Land O Lakes,27,27,0.564461274,0.0159605
1015,34639,1569,51,Pasco,Pasco-34639,Land O Lakes,"Connerton, Land O' Lakes, Wesley Chapel",843,Pasco-34639,Land O Lakes,22,22,0.486319145,0.006301664
1016,34652,1570,51,Pasco,Pasco-34652,New Port Richey,"New Port Richey, Port Richey, Beacon Square, Elfers",844,Pasco-34652,New Port Richey,11,11,0.373021305,0.002010254
1017,34653,1571,51,Pasco,Pasco-34653,New Port Richey,"New Port Richey, Port Richey, Elfers, Jasmine Estates, New Port Richey East",845,Pasco-34653,New Port Richey,21,21,0.238711625,0.002604417
1018,34654,1572,51,Pasco,Pasco-34654,New Port Richey,"Bayonet Point, Jasmine Estates, Meadow Oaks, Moon Lake, River Ridge",846,Pasco-34654,New Port Richey,13,13,0.346733656,0.006509767
1019,34655,1574,51,Pasco,Pasco-34655,New Port Richey,"Elfers, Holiday, Keystone, Moon Lake, Odessa, River Ridge, Trinity",847,Pasco-34655,"New Port Richey, Trinity",22,22,0.545905917,0.006370872
1020,34661,1576,27,Hernando,Hernando-34661,Nobleton,Nobleton,410,Hernando-34661,,0,0,0.046817063,9.40E-05
1021,34667,1579,51,Pasco,Pasco-34667,Hudson,"Aripeka, Bayonet Point, Heritage Pines, Hudson, Shady Hills, Spring Hill",848,Pasco-34667,Hudson,19,19,0.773805394,0.007788192
1022,34668,1580,51,Pasco,Pasco-34668,Port Richey,"New Port Richey, Port Richey, Bayonet Point, Jasmine Estates, New Port Richey East",849,Pasco-34668,Port Richey,32,32,0.54422313,0.003885393
1023,34669,1581,51,Pasco,Pasco-34669,Hudson,"Bayonet Point, Hudson, Meadow Oaks, Moon Lake, Quail Ridge, Shady Hills",850,Pasco-34669,Hudson,6,6,0.333071745,0.00468663
1024,34677,1583,52,Pinellas,Pinellas-34677,Oldsmar,"Safety Harbor, Oldsmar, East Lake, Palm Harbor",892,Pinellas-34677,Oldsmar,13,13,0.342645,0.003285941
1025,34681,1584,52,Pinellas,Pinellas-34681,Crystal Beach,Palm Harbor,893,Pinellas-34681,Crystal Beach,<5,-2,0.097219172,1.42E-04
1026,34683,1585,52,Pinellas,Pinellas-34683,Palm Harbor,"Tarpon Springs, Dunedin, Palm Harbor",894,Pinellas-34683,Palm Harbor,27,27,0.484473149,0.002719307
1027,34684,1586,52,Pinellas,Pinellas-34684,Palm Harbor,"Clearwater, Tarpon Springs, Dunedin, East Lake, Palm Harbor",895,Pinellas-34684,Palm Harbor,40,40,0.209771727,0.00170632
1028,34685,1588,52,Pinellas,Pinellas-34685,Palm Harbor,"Oldsmar, East Lake, Keystone, Palm Harbor",896,Pinellas-34685,Palm Harbor,8,8,0.318945703,0.00304149
1029,34688,1591,52,Pinellas,Pinellas-34688,Tarpon Springs,"Tarpon Springs, East Lake, Holiday, Keystone, Trinity",897,Pinellas-34688,Tarpon Springs,10,10,0.299723988,0.003547756
1030,34689,1593,52,Pinellas,Pinellas-34689,Tarpon Springs,"Tarpon Springs, East Lake, Holiday, Palm Harbor",898,Pinellas-34689,Tarpon Springs,26,26,0.409221419,0.003306165
1031,34690,1594,51,Pasco,Pasco-34690,Holiday,"Beacon Square, Elfers, Holiday",851,Pasco-34690,Holiday,9,9,0.17275968,8.73E-04
1032,34691,1596,51,Pasco,Pasco-34691,Holiday,"Beacon Square, Elfers, Holiday, Key Vista",852,Pasco-34691,Holiday,16,16,0.495864027,0.002206926
1033,34695,1598,52,Pinellas,Pinellas-34695,Safety Harbor,"Tampa, Clearwater, Safety Harbor, Oldsmar",899,Pinellas-34695,Safety Harbor,16,16,0.192250274,0.001411915
1034,34698,1599,52,Pinellas,Pinellas-34698,Dunedin,"Clearwater, Dunedin, Greenbriar, Palm Harbor",900,Pinellas-34698,Dunedin,24,24,0.667493684,0.002793094
1035,34705,1600,35,Lake,Lake-34705,Astatula,Astatula,523,Lake-34705,,0,0,0.374825307,0.005573772
1036,34711,1601,35,Lake,Lake-34711,Clermont,"Groveland, Minneola, Clermont",524,Lake-34711,Clermont,43,43,1.043587253,0.014455764
1037,34714,1602,35,Lake,Lake-34714,Clermont,"Four Corners, Horizon West",525,Lake-34714,Clermont,47,47,1.000533713,0.025727207
1038,34715,1605,35,Lake,Lake-34715,Clermont,"Groveland, Minneola, Clermont, Montverde, Ferndale",526,Lake-34715,"Clermont, Minneola",15,15,0.933196482,0.01017244
1039,34731,1607,35,Lake,Lake-34731,Fruitland Park,"Fruitland Park, Lady Lake, Leesburg, The Villages",527,Lake-34731,Fruitland Park,6,6,0.438673079,0.005175581
1040,34734,1609,48,Orange,Orange-34734,Gotha,"Ocoee, Gotha, Lake Butler",747,Orange-34734,Gotha,9,9,0.133481075,5.93E-04
1041,34736,1610,35,Lake,Lake-34736,Groveland,"Groveland, Mascotte, Wildwood, Clermont, Leesburg",528,Lake-34736,Groveland,17,17,1.91923659,0.039889711
1042,34737,1613,35,Lake,Lake-34737,Howey In The Hills,"Groveland, Howey-in-the-Hills, Leesburg, Yalaha",529,Lake-34737,Howey-in-the-hills,<5,-2,0.526215114,0.006717654
1043,34739,1615,31,Indian River,Indian River-34739,Kenansville,Kenansville,488,Indian River-34739,,0,0,0.283493701,0.00136283
1044,34739,1617,49,Osceola,Osceola-34739,Kenansville,Kenansville,755,Osceola-34739,,0,0,2.403794214,0.126718057
1045,34741,1620,49,Osceola,Osceola-34741,Kissimmee,"Kissimmee, Campbell, Hunters Creek",756,Osceola-34741,Kissimmee,101,101,0.31492383,0.003997616
1046,34743,1622,49,Osceola,Osceola-34743,Kissimmee,"Kissimmee, Buenaventura Lakes, Meadow Woods",757,Osceola-34743,Kissimmee,107,107,0.178956122,0.001674873
1047,34744,1624,49,Osceola,Osceola-34744,Kissimmee,"Kissimmee, St. Cloud, Buenaventura Lakes, Southchase",758,Osceola-34744,Kissimmee,127,127,0.590263599,0.010981046
1048,34746,1626,49,Osceola,Osceola-34746,Kissimmee,"Kissimmee, Campbell, Celebration, Hunters Creek",759,Osceola-34746,Kissimmee,91,91,0.806140916,0.015510427
1049,34747,1628,49,Osceola,Osceola-34747,Kissimmee,"Celebration, Four Corners, Loughman",760,Osceola-34747,"Celebration, Kissimmee, Reunion",37,37,0.543845545,0.009160188
1050,34748,1630,35,Lake,Lake-34748,Leesburg,"Wildwood, Fruitland Park, Leesburg, Okahumpka, The Villages, Yalaha",530,Lake-34748,Leesburg,38,38,1.095821086,0.014232977
1051,34753,1632,35,Lake,Lake-34753,Mascotte,"Groveland, Mascotte",531,Lake-34753,Mascotte,13,13,0.228394879,8.88E-04
1052,34756,1633,35,Lake,Lake-34756,Montverde,"Minneola, Clermont, Montverde, Ferndale",532,Lake-34756,Montverde,<5,-2,0.216101222,0.00236475
1053,34758,1635,49,Osceola,Osceola-34758,Kissimmee,"Campbell, Poinciana",761,Osceola-34758,"Kissimmee, Poinciana",51,51,0.471058983,0.008593988
1054,34759,1637,49,Osceola,Osceola-34759,Kissimmee,Poinciana,762,Osceola-34759,Kissimmee,<5,-2,0.86573841,0.006744948
1055,34759,1638,53,Polk,Polk-34759,Kissimmee,Poinciana,938,Polk-34759,"Kissimmee, Poinciana",64,64,0.783268767,0.012841217
1056,34760,1639,48,Orange,Orange-34760,Oakland,"Oakland, Winter Garden",748,Orange-34760,,0,0,0.062366886,1.45E-04
1057,34761,1640,48,Orange,Orange-34761,Ocoee,"Apopka, Winter Garden, Ocoee, Clarcona, Gotha, Lake Butler, Paradise Heights",749,Orange-34761,Ocoee,67,67,0.635225742,0.00397323
1058,34762,1641,35,Lake,Lake-34762,Okahumpka,"Wildwood, Leesburg, Okahumpka, Yalaha",533,Lake-34762,Okahumpka,<5,-2,0.472123411,0.003803971
1059,34769,1643,49,Osceola,Osceola-34769,Saint Cloud,St. Cloud,763,Osceola-34769,Saint Cloud,85,85,0.327112773,0.002415577
1060,34771,1645,49,Osceola,Osceola-34771,Saint Cloud,St. Cloud,764,Osceola-34771,Saint Cloud,33,33,1.706170642,0.042265575
1061,34772,1646,49,Osceola,Osceola-34772,Saint Cloud,St. Cloud,765,Osceola-34772,Saint Cloud,35,35,1.010608336,0.032108748
1062,34773,1650,49,Osceola,Osceola-34773,Saint Cloud,Saint Cloud,766,Osceola-34773,"Harmony, Saint Cloud",5,5,2.274979357,0.086318629
1063,34785,1652,60,Sumter,Sumter-34785,Wildwood,"Wildwood, Coleman, The Villages",1047,Sumter-34785,Wildwood,9,9,1.100741109,0.02060097
1064,34786,1653,48,Orange,Orange-34786,Windermere,"Bay Lake, Windermere, Winter Garden, Ocoee, Bay Hill, Gotha, Horizon West, Lake Butler",750,Orange-34786,Windermere,43,43,0.503567743,0.006467785
1065,34787,1654,35,Lake,Lake-34787,Winter Garden,"Clermont, Four Corners, Horizon West",534,Lake-34787,,0,0,0.626137654,0.002633746
1066,34787,1655,48,Orange,Orange-34787,Winter Garden,"Bay Lake, Oakland, Winter Garden, Ocoee, Four Corners, Horizon West, Lake Butler, Tildenville",751,Orange-34787,"Oakland, Winter Garden",75,75,0.978417928,0.018515399
1067,34788,1657,35,Lake,Lake-34788,Leesburg,"Tavares, Leesburg, Lisbon, Silver Lake",535,Lake-34788,Leesburg,9,9,0.611920753,0.012408868
1068,34797,1659,35,Lake,Lake-34797,Yalaha,"Leesburg, Yalaha",536,Lake-34797,Yalaha,<5,-2,0.287516743,0.00298267
1069,34945,1662,56,St. Lucie,St. Lucie-34945,Fort Pierce,"Fort Pierce, Port St. Lucie",1020,St. Lucie-34945,Fort Pierce,19,19,1.003815744,0.050326024
1070,34946,1664,56,St. Lucie,St. Lucie-34946,Fort Pierce,"Fort Pierce, St. Lucie Village, Florida Ridge, Fort Pierce North, Lakewood Park",1021,St. Lucie-34946,Fort Pierce,11,11,0.369619809,0.003653059
1071,34947,1665,56,St. Lucie,St. Lucie-34947,Fort Pierce,"Fort Pierce, Fort Pierce North, Fort Pierce South",1022,St. Lucie-34947,"Fort Pierce, Port Saint Lucie",16,16,0.243777123,0.002297185
1072,34949,1667,56,St. Lucie,St. Lucie-34949,Fort Pierce,"Fort Pierce, Hutchinson Island South, South Beach",1023,St. Lucie-34949,"Fort Pierce, Hutchinson Island",<5,-2,1.006614404,0.002277471
1073,34950,1668,56,St. Lucie,St. Lucie-34950,Fort Pierce,"Fort Pierce, Fort Pierce North",1024,St. Lucie-34950,Fort Pierce,41,41,0.187105972,0.001232672
1074,34951,1670,56,St. Lucie,St. Lucie-34951,Fort Pierce,"Florida Ridge, Lakewood Park",1025,St. Lucie-34951,Fort Pierce,24,24,0.378501726,0.00577178
1075,34952,1672,56,St. Lucie,St. Lucie-34952,Port Saint Lucie,"Port St. Lucie, Indian River Estates, River Park, White City",1026,St. Lucie-34952,Port Saint Lucie,72,72,0.474854343,0.006150018
1076,34953,1674,56,St. Lucie,St. Lucie-34953,Port Saint Lucie,Port St. Lucie,1027,St. Lucie-34953,Port Saint Lucie,120,120,0.383128129,0.007012835
1077,34956,1675,43,Martin,Martin-34956,Indiantown,"Port St. Lucie, Indiantown",665,Martin-34956,Indiantown,313,313,1.506218327,0.055732886
1078,34957,1678,43,Martin,Martin-34957,Jensen Beach,"Port St. Lucie, Stuart, Ocean Breeze Park, Jensen Beach, North River Shores, Rio",666,Martin-34957,Jensen Beach,28,28,0.350921163,0.002596511
1079,34957,1679,56,St. Lucie,St. Lucie-34957,Jensen Beach,"Port St. Lucie, Hutchinson Island South, Jensen Beach, North River Shores",1028,St. Lucie-34957,,0,0,0.496343521,0.001417493
1080,34972,1683,47,Okeechobee,Okeechobee-34972,Okeechobee,"Okeechobee, Cypress Quarters",703,Okeechobee-34972,Okeechobee,69,69,2.233180723,0.163426591
1081,34972,1684,49,Osceola,Osceola-34972,Okeechobee,Yeehaw Junction,767,Osceola-34972,,0,0,0.564450381,0.006953995
1082,34972,1685,56,St. Lucie,St. Lucie-34972,Okeechobee,Okeechobee,1029,St. Lucie-34972,,0,0,0.82235841,0.007435842
1083,34974,1686,22,Glades,Glades-34974,Okeechobee,Buckhead Ridge,384,Glades-34974,,0,0,2.503837932,0.089087756
1084,34974,1688,28,Highlands,Highlands-34974,Okeechobee,Okeechobee,419,Highlands-34974,,0,0,0.463798431,0.00352705
1085,34974,1689,43,Martin,Martin-34974,Okeechobee,Okeechobee,667,Martin-34974,Okeechobee,<5,-2,1.218160344,0.033634679
1086,34974,1690,47,Okeechobee,Okeechobee-34974,Okeechobee,"Okeechobee, Buckhead Ridge, Cypress Quarters, Taylor Creek",704,Okeechobee-34974,Okeechobee,33,33,1.213000841,0.047270397
1087,34974,1691,50,Palm Beach,Palm Beach-34974,Okeechobee,Okeechobee,822,Palm Beach-34974,,0,0,1.392929729,0.054040368
1088,34981,1693,56,St. Lucie,St. Lucie-34981,Fort Pierce,"Fort Pierce, Port St. Lucie, Fort Pierce South, White City",1030,St. Lucie-34981,Fort Pierce,<5,-2,0.234255634,0.002436925
1089,34982,1694,56,St. Lucie,St. Lucie-34982,Fort Pierce,"Fort Pierce, Port St. Lucie, Fort Pierce South, Indian River Estates, White City",1031,St. Lucie-34982,Fort Pierce,44,44,0.407829137,0.004200468
1090,34983,1695,56,St. Lucie,St. Lucie-34983,Port Saint Lucie,"Port St. Lucie, River Park, White City",1032,St. Lucie-34983,"Fort Pierce, Port Saint Lucie",69,69,0.346602406,0.003586147
1091,34984,1697,56,St. Lucie,St. Lucie-34984,Port Saint Lucie,Port St. Lucie,1033,St. Lucie-34984,Port Saint Lucie,27,27,0.329791169,0.002284668
1092,34986,1698,56,St. Lucie,St. Lucie-34986,Port Saint Lucie,Port St. Lucie,1034,St. Lucie-34986,Port Saint Lucie,50,50,0.282047159,0.004388877
1093,34987,1700,56,St. Lucie,St. Lucie-34987,Port Saint Lucie,Port St. Lucie,1035,St. Lucie-34987,Port Saint Lucie,21,21,0.827949317,0.022440631
1094,34988,1702,56,St. Lucie,St. Lucie-34988,Port Saint Lucie,Port St. Lucie,1036,St. Lucie-34988,,0,0,0.603034966,0.008818725
1095,34990,1703,43,Martin,Martin-34990,Palm City,"Port St. Lucie, Stuart, Palm City",668,Martin-34990,Palm City,52,52,0.676982742,0.02247729
1096,34990,1704,56,St. Lucie,St. Lucie-34990,Palm City,"Port St. Lucie, Palm City",1037,St. Lucie-34990,,0,0,0.353105422,7.26E-04
1097,34994,1705,43,Martin,Martin-34994,Stuart,"Stuart, Jensen Beach, North River Shores, Palm City, Rio",669,Martin-34994,Stuart,124,124,0.306352604,0.002002921
1098,34996,1707,43,Martin,Martin-34996,Stuart,"Stuart, Sewall's Point, Jensen Beach, Rio",670,Martin-34996,Stuart,20,20,0.59197201,0.002531703
1099,34997,1708,43,Martin,Martin-34997,Stuart,"Stuart, Palm City, Port Salerno",671,Martin-34997,Stuart,157,157,0.805648314,0.011600512
1100,43,9991,9991,Dade,Dade-00043,NONE,Federal Land,NA,NA,,0,0,3.39006551,0.13188066
1101,32323,1152,19,Franklin,Franklin-32323,Lanark Village,Lanark Village,364,Franklin-32323,SUPPRESSED,SUPPRESSED,-3,0.030551809,2.20E-05
1102,32815,725,64,Volusia,Volusia-32815,NA,NA,1095,Volusia-32815,,0,0,0.3908588,6.40E-04
