OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
991,34473,1530,42,Marion,Marion-34473,Ocala,Ocala,649,Marion-34473,Ocala,952,952,0.553866308184688,0.00977484281640711
992,34474,1532,42,Marion,Marion-34474,Ocala,Ocala,650,Marion-34474,"Apopka, Ocala, Orlando",719,719,0.320136218258971,0.00505222904393561
993,34475,1533,42,Marion,Marion-34475,Ocala,Ocala,651,Marion-34475,Ocala,842,842,0.507500293605626,0.00704140938294564
994,34476,1534,42,Marion,Marion-34476,Ocala,Ocala,652,Marion-34476,"Ocala, Orlando",787,787,0.440858104417071,0.00847061292379083
995,34479,1536,42,Marion,Marion-34479,Ocala,Ocala,653,Marion-34479,Ocala,450,450,0.524118299924525,0.00420891757124955
996,34480,1537,42,Marion,Marion-34480,Ocala,"Ocala, Belleview",654,Marion-34480,"Ocala, Orlando, Winter Garden",784,784,0.564143412881321,0.00784617500862998
997,34481,1538,42,Marion,Marion-34481,Ocala,Ocala,655,Marion-34481,Ocala,489,489,0.676010268933256,0.0148430904852297
998,34482,1539,42,Marion,Marion-34482,Ocala,Ocala,656,Marion-34482,"Ocala, Orlando",2157,2157,0.918054387910506,0.0216486689954755
999,34484,1541,60,Sumter,Sumter-34484,Oxford,"Wildwood, The Villages",1046,Sumter-34484,Oxford,189,189,0.482236611437061,0.00693755878191401
1000,34488,1542,42,Marion,Marion-34488,Silver Springs,Ocala,657,Marion-34488,Silver Springs,224,224,1.12613467623933,0.0239194186956455
1001,34491,1543,42,Marion,Marion-34491,Summerfield,"Belleview, Lady Lake, The Villages",658,Marion-34491,"Ocala, Summerfield",674,674,0.79611188454161,0.0104990476075075
1002,34498,1546,38,Levy,Levy-34498,Yankeetown,"Inglis, Yankeetown",599,Levy-34498,Yankeetown,13,13,0.887273855595305,0.00149536738544431
1003,34601,1548,27,Hernando,Hernando-34601,Brooksville,"Brooksville, Floral City, Hill 'n Dale, Istachatta, Lake Lindsey, Nobleton, North Brooksville, South Brooksville, Spring Hill, Spring Lake, Sugarmill Woods, Wiscon",401,Hernando-34601,Brooksville,823,823,1.04301303922786,0.0303874322363549
1004,34602,1550,27,Hernando,Hernando-34602,Brooksville,"Hill 'n Dale, Ridge Manor, South Brooksville, Spring Lake",402,Hernando-34602,Brooksville,183,183,0.760600546151236,0.0161836998859592
1005,34604,1553,27,Hernando,Hernando-34604,Brooksville,"Brooksville, Brookridge, Garden Grove, Masaryktown, Shady Hills, South Brooksville, Spring Hill, Wiscon",403,Hernando-34604,"Brooksville, Spring Hill",329,329,0.471058749684961,0.0089062417032116
1006,34606,1555,27,Hernando,Hernando-34606,Spring Hill,"Weeki Wachee, North Weeki Wachee, Spring Hill, Timber Pines",404,Hernando-34606,"Brooksville, Orlando, Spring Hill, Weeki Wachee",848,848,0.298973862992102,0.00297651187676361
1007,34607,1557,27,Hernando,Hernando-34607,Spring Hill,"Weeki Wachee, Aripeka, Bayport, Hernando Beach, North Weeki Wachee, Pine Island, Spring Hill, Weeki Wachee Gardens",405,Hernando-34607,"Brooksville, Hernando Beach, Spring Hill, Weeki Wachee",218,218,1.25065371692304,0.0067562429248486
1008,34608,1559,27,Hernando,Hernando-34608,Spring Hill,"High Point, North Weeki Wachee, Shady Hills, Spring Hill",406,Hernando-34608,"Brooksville, Orlando, Spring Hill",963,963,0.329107249065515,0.00391418200698998
1009,34609,1560,27,Hernando,Hernando-34609,Spring Hill,"Brookridge, High Point, Spring Hill",407,Hernando-34609,"Brooksville, Orlando, Spring Hill",1290,1290,0.332376512659741,0.00521613024484105
1010,34610,1563,51,Pasco,Pasco-34610,Spring Hill,"Connerton, Quail Ridge, Shady Hills, Spring Hill",840,Pasco-34610,"Brooksville, Shady Hills, Spring Hill",360,360,0.669223412342269,0.0187713582957852
1011,34613,1564,27,Hernando,Hernando-34613,Brooksville,"Weeki Wachee, Bayport, Brookridge, High Point, North Weeki Wachee, Pine Island, South Brooksville, Spring Hill, Weeki Wachee Gardens, Wiscon",408,Hernando-34613,"Brooksville, Spring Hill, Weeki Wachee",584,584,0.453298712425924,0.00779059930697523
1012,34614,1566,27,Hernando,Hernando-34614,Brooksville,"North Weeki Wachee, South Brooksville, Sugarmill Woods",409,Hernando-34614,"Brooksville, Weeki Wachee",217,217,2.24621965081664,0.0236592589276466
1013,34637,1567,51,Pasco,Pasco-34637,Land O Lakes,"Connerton, Land O' Lakes",841,Pasco-34637,Land O Lakes,462,462,0.283135691273657,0.00395461735890024
1014,34638,1568,51,Pasco,Pasco-34638,Land O Lakes,"Connerton, Land O' Lakes, Moon Lake, Quail Ridge",842,Pasco-34638,"Land O Lakes, Orlando",1110,1110,0.564461274028048,0.0159605003250793
1015,34639,1569,51,Pasco,Pasco-34639,Land O Lakes,"Connerton, Land O' Lakes, Wesley Chapel",843,Pasco-34639,"Land O Lakes, Orlando, University Of Central Fl",885,885,0.486319144606223,0.00630166395836952
1016,34652,1570,51,Pasco,Pasco-34652,New Port Richey,"New Port Richey, Port Richey, Beacon Square, Elfers",844,Pasco-34652,"New Port Richey, Orlando",743,743,0.373021305199616,0.00201025383519516
1017,34653,1571,51,Pasco,Pasco-34653,New Port Richey,"New Port Richey, Port Richey, Elfers, Jasmine Estates, New Port Richey East",845,Pasco-34653,New Port Richey,997,997,0.238711625446063,0.00260441695944039
1018,34654,1572,51,Pasco,Pasco-34654,New Port Richey,"Bayonet Point, Jasmine Estates, Meadow Oaks, Moon Lake, River Ridge",846,Pasco-34654,"New Port Richey, Zephyrhills",755,755,0.346733656303185,0.00650976696288038
1019,34655,1574,51,Pasco,Pasco-34655,New Port Richey,"Elfers, Holiday, Keystone, Moon Lake, Odessa, River Ridge, Trinity",847,Pasco-34655,"New Port Richey, Orlando, Seven Springs, Trinity",1393,1393,0.545905917022356,0.00637087165192809
1020,34661,1576,27,Hernando,Hernando-34661,Nobleton,Nobleton,410,Hernando-34661,Nobleton,<5,-2,0.0468170616607549,9.39842791819707e-05
1021,34667,1579,51,Pasco,Pasco-34667,Hudson,"Aripeka, Bayonet Point, Heritage Pines, Hudson, Shady Hills, Spring Hill",848,Pasco-34667,"Bayonet Point, Hudson, Port Richey",1018,1018,0.773805393896391,0.0077881918412624
1022,34668,1580,51,Pasco,Pasco-34668,Port Richey,"New Port Richey, Port Richey, Bayonet Point, Jasmine Estates, New Port Richey East",849,Pasco-34668,"Orlando, Port Richey",1275,1275,0.544223130254354,0.00388539272221019
1023,34669,1581,51,Pasco,Pasco-34669,Hudson,"Bayonet Point, Hudson, Meadow Oaks, Moon Lake, Quail Ridge, Shady Hills",850,Pasco-34669,"Hudson, New Port Richey, Port Richey",382,382,0.333071745441038,0.00468662960387943
1024,34677,1583,52,Pinellas,Pinellas-34677,Oldsmar,"Safety Harbor, Oldsmar, East Lake, Palm Harbor",892,Pinellas-34677,"Alafaya, Oldsmar, Orlando",652,652,0.342645000534422,0.00328594075495601
1025,34681,1584,52,Pinellas,Pinellas-34681,Crystal Beach,Palm Harbor,893,Pinellas-34681,Crystal Beach,48,48,0.0972191718249077,0.000141714939425055
1026,34683,1585,52,Pinellas,Pinellas-34683,Palm Harbor,"Tarpon Springs, Dunedin, Palm Harbor",894,Pinellas-34683,"Orlando, Palm Harbor, Winter Garden",862,862,0.484473149391589,0.00271930668139503
1027,34684,1586,52,Pinellas,Pinellas-34684,Palm Harbor,"Clearwater, Tarpon Springs, Dunedin, East Lake, Palm Harbor",895,Pinellas-34684,"Orlando, Palm Harbor",869,869,0.209771727078393,0.00170632003168016
1028,34685,1588,52,Pinellas,Pinellas-34685,Palm Harbor,"Oldsmar, East Lake, Keystone, Palm Harbor",896,Pinellas-34685,"Orlando, Palm Harbor",518,518,0.31894570361748,0.00304149004971448
1029,34688,1591,52,Pinellas,Pinellas-34688,Tarpon Springs,"Tarpon Springs, East Lake, Holiday, Keystone, Trinity",897,Pinellas-34688,Tarpon Springs,264,264,0.299723988450781,0.00354775630148942
1030,34689,1593,52,Pinellas,Pinellas-34689,Tarpon Springs,"Tarpon Springs, East Lake, Holiday, Palm Harbor",898,Pinellas-34689,"Clearwater, Tarpon Springs",927,927,0.409221420320228,0.00330616464194351
1031,34690,1594,51,Pasco,Pasco-34690,Holiday,"Beacon Square, Elfers, Holiday",851,Pasco-34690,"Holiday, Tarpon Springs",384,384,0.172759678987772,0.000873120812225797
1032,34691,1596,51,Pasco,Pasco-34691,Holiday,"Beacon Square, Elfers, Holiday, Key Vista",852,Pasco-34691,"Holiday, Orlando, Tarpon Springs",592,592,0.495864027248565,0.0022069256578647
1033,34695,1598,52,Pinellas,Pinellas-34695,Safety Harbor,"Tampa, Clearwater, Safety Harbor, Oldsmar",899,Pinellas-34695,Safety Harbor,506,506,0.192250274010714,0.001411914860985
1034,34698,1599,52,Pinellas,Pinellas-34698,Dunedin,"Clearwater, Dunedin, Greenbriar, Palm Harbor",900,Pinellas-34698,"Dunedin, Orlando, Winter Park",1017,1017,0.667493684314426,0.00279309360961472
1035,34705,1600,35,Lake,Lake-34705,Astatula,Astatula,523,Lake-34705,Astatula,87,87,0.374825307404372,0.00557377222769421
1036,34711,1601,35,Lake,Lake-34711,Clermont,"Groveland, Minneola, Clermont",524,Lake-34711,"Apopka, Clermont, Eatonville, Maitland, Minneola, Ocoee, Orlando, Windermere, Winter Garden",1972,1972,1.04358725309211,0.0144557636399694
1037,34714,1602,35,Lake,Lake-34714,Clermont,"Four Corners, Horizon West",525,Lake-34714,"Clermont, Conyers, Oakland, Orlando, Sunnyside, Windermere, Winter Garden",715,715,1.00053371512771,0.0257272074711218
1038,34715,1605,35,Lake,Lake-34715,Clermont,"Groveland, Minneola, Clermont, Montverde, Ferndale",526,Lake-34715,"Clermont, Minneola, Ocoee, Orlando, Winter Garden",684,684,0.933196482459345,0.0101724402492178
1039,34731,1607,35,Lake,Lake-34731,Fruitland Park,"Fruitland Park, Lady Lake, Leesburg, The Villages",527,Lake-34731,"Fr, Fruitland Park, Orlando",273,273,0.438673078947955,0.00517558128588041
1040,34734,1609,48,Orange,Orange-34734,Gotha,"Ocoee, Gotha, Lake Butler",747,Orange-34734,Gotha,147,147,0.133481075400306,0.000593243661425039
1041,34736,1610,35,Lake,Lake-34736,Groveland,"Groveland, Mascotte, Wildwood, Clermont, Leesburg",528,Lake-34736,"Azalea Park, Groveland, Maitland, Ocoee, Orlando, South Richmond Hill, Winter Garden",810,810,1.91923658973463,0.0398897110538453
1042,34737,1613,35,Lake,Lake-34737,Howey In The Hills,"Groveland, Howey-in-the-Hills, Leesburg, Yalaha",529,Lake-34737,"Groveland, Howey-in-the-hills",90,90,0.526215113998823,0.00671765412595013
1043,34739,1615,31,Indian River,Indian River-34739,Kenansville,Kenansville,488,Indian River-34739,,0,0,0.283493702167214,0.00136283024000617
1044,34739,1617,49,Osceola,Osceola-34739,Kenansville,Kenansville,755,Osceola-34739,Kenansville,21,21,2.4037942157752,0.126718057194984
1045,34741,1620,49,Osceola,Osceola-34741,Kissimmee,"Kissimmee, Campbell, Hunters Creek",756,Osceola-34741,"Apopka, Kissimmee, Maitland, Ocoee, Orlando, Winter Garden, Winter Park",3776,3776,0.314923829984176,0.00399761650113606
1046,34743,1622,49,Osceola,Osceola-34743,Kissimmee,"Kissimmee, Buenaventura Lakes, Meadow Woods",757,Osceola-34743,"Apopka, Belle Isle, Buena Ventura Lakes, Kissimmee, Maitland, Ocoee, Orlando",2386,2386,0.178956120829738,0.00167487346399639
1047,34744,1624,49,Osceola,Osceola-34744,Kissimmee,"Kissimmee, St. Cloud, Buenaventura Lakes, Southchase",758,Osceola-34744,"Hiawassee, Kindred, Kissimmee, Orlando, University Of Central Fl, Winter Garden, Winter Park",4038,4038,0.59026359950131,0.0109810457443332
1048,34746,1626,49,Osceola,Osceola-34746,Kissimmee,"Kissimmee, Campbell, Celebration, Hunters Creek",759,Osceola-34746,"Azalea Park, Kissimmee, Maitland, Orlando, Paducah, Windermere",2700,2700,0.806140915861516,0.0155104269966855
1049,34747,1628,49,Osceola,Osceola-34747,Kissimmee,"Celebration, Four Corners, Loughman",760,Osceola-34747,"Celebration, Clermont, Kissimmee, Maitland, Ocoee, Orlando, Reunion, University Of Central Fl, Windermere, Winter Garden, Winter Park",1123,1123,0.543845545344634,0.00916018846329031
1050,34748,1630,35,Lake,Lake-34748,Leesburg,"Wildwood, Fruitland Park, Leesburg, Okahumpka, The Villages, Yalaha",530,Lake-34748,"Apopka, Leesburg, Ocoee, Orlando, Winter Garden, Winter Park",1379,1379,1.09582108523052,0.0142329774284282
1051,34753,1632,35,Lake,Lake-34753,Mascotte,"Groveland, Mascotte",531,Lake-34753,"Mascotte, Orlando",278,278,0.228394879139705,0.000887729694900031
1052,34756,1633,35,Lake,Lake-34756,Montverde,"Minneola, Clermont, Montverde, Ferndale",532,Lake-34756,"Bella Collina, Montverde, Ocoee, Orlando, Winter Garden",166,166,0.21610122325598,0.00236475021595827
1053,34758,1635,49,Osceola,Osceola-34758,Kissimmee,"Campbell, Poinciana",761,Osceola-34758,"Apopka, Eatonville, Gurabo, Kissimmee, Maitland, Orlando, Poinciana, Zellwood",1975,1975,0.471058982578616,0.00859398803752731
1054,34759,1637,49,Osceola,Osceola-34759,Kissimmee,Poinciana,762,Osceola-34759,"Kissimmee, Orlando",19,19,0.865738411509322,0.00674494850398161
1055,34759,1638,53,Polk,Polk-34759,Kissimmee,Poinciana,938,Polk-34759,"Kissimmee, Orlando, Poinciana, Winter Park",1496,1496,0.783268763996185,0.0128412167766548
1056,34760,1639,48,Orange,Orange-34760,Oakland,"Oakland, Winter Garden",748,Orange-34760,Oakland,36,36,0.0623668858255805,0.000145265507190028
1057,34761,1640,48,Orange,Orange-34761,Ocoee,"Apopka, Winter Garden, Ocoee, Clarcona, Gotha, Lake Butler, Paradise Heights",749,Orange-34761,"Ocoee, Orlando",1959,1959,0.635225742377224,0.00397323032476016
1058,34762,1641,35,Lake,Lake-34762,Okahumpka,"Wildwood, Leesburg, Okahumpka, Yalaha",533,Lake-34762,"Ocoee, Okahumpka",21,21,0.47212341027013,0.00380397094067948
1059,34769,1643,49,Osceola,Osceola-34769,Saint Cloud,St. Cloud,763,Osceola-34769,"Edgewood, Maitland, Orlando, Saint Cloud",1324,1324,0.327112772892293,0.00241557716584989
1060,34771,1645,49,Osceola,Osceola-34771,Saint Cloud,St. Cloud,764,Osceola-34771,"Magnolia Square, Ocoee, Orlando, Saint Cloud",883,883,1.70617064280298,0.0422655745434941
1061,34772,1646,49,Osceola,Osceola-34772,Saint Cloud,St. Cloud,765,Osceola-34772,"Orlando, Saint Cloud",1570,1570,1.01060833616522,0.0321087480044125
1062,34773,1650,49,Osceola,Osceola-34773,Saint Cloud,Saint Cloud,766,Osceola-34773,"Harmony, Orlando, Saint Cloud",125,125,2.27497935530022,0.0863186288950191
1063,34785,1652,60,Sumter,Sumter-34785,Wildwood,"Wildwood, Coleman, The Villages",1047,Sumter-34785,"Orlando, Wildwood",561,561,1.10074110819827,0.0206009699834555
1064,34786,1653,48,Orange,Orange-34786,Windermere,"Bay Lake, Windermere, Winter Garden, Ocoee, Bay Hill, Gotha, Horizon West, Lake Butler",750,Orange-34786,Windermere,1598,1598,0.503567742747562,0.00646778473035516
1065,34787,1654,35,Lake,Lake-34787,Winter Garden,"Clermont, Four Corners, Horizon West",534,Lake-34787,"Orlando, Winter Garden",14,14,0.626137653470145,0.00263374628721133
1066,34787,1655,48,Orange,Orange-34787,Winter Garden,"Bay Lake, Oakland, Winter Garden, Ocoee, Four Corners, Horizon West, Lake Butler, Tildenville",751,Orange-34787,"Oakland, Ocoee, Winter Garden",2816,2816,0.978417926784521,0.0185153984974354
1067,34788,1657,35,Lake,Lake-34788,Leesburg,"Tavares, Leesburg, Lisbon, Silver Lake",535,Lake-34788,"Haines Creek, Leesburg, Orlando, Winter Garden",453,453,0.611920753815539,0.0124088684697929
1068,34797,1659,35,Lake,Lake-34797,Yalaha,"Leesburg, Yalaha",536,Lake-34797,Yalaha,36,36,0.287516743299864,0.00298266958064478
1069,34945,1662,56,St. Lucie,St. Lucie-34945,Fort Pierce,"Fort Pierce, Port St. Lucie",1020,St. Lucie-34945,"Fort Pierce, Port Saint Lucie",206,206,1.00381574373479,0.0503260235685172
1070,34946,1664,56,St. Lucie,St. Lucie-34946,Fort Pierce,"Fort Pierce, St. Lucie Village, Florida Ridge, Fort Pierce North, Lakewood Park",1021,St. Lucie-34946,"Fort Pierce, Saint Lucie Village",247,247,0.369619808665084,0.00365305925257977
1071,34947,1665,56,St. Lucie,St. Lucie-34947,Fort Pierce,"Fort Pierce, Fort Pierce North, Fort Pierce South",1022,St. Lucie-34947,"Fort Pierce, Orlando",649,649,0.243777123232146,0.00229718523053537
1072,34949,1667,56,St. Lucie,St. Lucie-34949,Fort Pierce,"Fort Pierce, Hutchinson Island South, South Beach",1023,St. Lucie-34949,"Fort Pierce, Hutchinson Island",136,136,1.00661440471613,0.00227747065943461
1073,34950,1668,56,St. Lucie,St. Lucie-34950,Fort Pierce,"Fort Pierce, Fort Pierce North",1024,St. Lucie-34950,Fort Pierce,947,947,0.187105971764216,0.00123267216648506
1074,34951,1670,56,St. Lucie,St. Lucie-34951,Fort Pierce,"Florida Ridge, Lakewood Park",1025,St. Lucie-34951,Fort Pierce,400,400,0.378501726976262,0.00577177993586555
1075,34952,1672,56,St. Lucie,St. Lucie-34952,Port Saint Lucie,"Port St. Lucie, Indian River Estates, River Park, White City",1026,St. Lucie-34952,"Fort Pierce, Lucedale, Orlando, Port Saint Lucie",1505,1505,0.474854342855393,0.00615001844893134
1076,34953,1674,56,St. Lucie,St. Lucie-34953,Port Saint Lucie,Port St. Lucie,1027,St. Lucie-34953,"Fort Pierce, Hispanic, Port Saint Lucie, Port St. Lucie, Saint Lucie West",2622,2622,0.383128129329612,0.00701283469830833
1077,34956,1675,43,Martin,Martin-34956,Indiantown,"Port St. Lucie, Indiantown",665,Martin-34956,Indiantown,1025,1025,1.5062183259199,0.0557328856702918
1078,34957,1678,43,Martin,Martin-34957,Jensen Beach,"Port St. Lucie, Stuart, Ocean Breeze Park, Jensen Beach, North River Shores, Rio",666,Martin-34957,"Jensen Beach, Ocean Breeze",525,525,0.350921164325594,0.00259651107567243
1079,34957,1679,56,St. Lucie,St. Lucie-34957,Jensen Beach,"Port St. Lucie, Hutchinson Island South, Jensen Beach, North River Shores",1028,St. Lucie-34957,Jensen Beach,9,9,0.496343519573485,0.00141749307633792
1080,34972,1683,47,Okeechobee,Okeechobee-34972,Okeechobee,"Okeechobee, Cypress Quarters",703,Okeechobee-34972,"Basinger, Okeechobee, Yeehaw",1261,1261,2.23318071951451,0.163426590668138
1081,34972,1684,49,Osceola,Osceola-34972,Okeechobee,Yeehaw Junction,767,Osceola-34972,Okeechobee,<5,-2,0.564450379440183,0.00695399468781912
1082,34972,1685,56,St. Lucie,St. Lucie-34972,Okeechobee,Okeechobee,1029,St. Lucie-34972,"Okeechobee, Port Saint Lucie",<5,-2,0.822358408188816,0.00743584155888252
1083,34974,1686,22,Glades,Glades-34974,Okeechobee,Buckhead Ridge,384,Glades-34974,Okeechobee,<5,-2,2.50383793160037,0.08908775561882
1084,34974,1688,28,Highlands,Highlands-34974,Okeechobee,Okeechobee,419,Highlands-34974,Okeechobee,<5,-2,0.463798429058146,0.00352704969015471
1085,34974,1689,43,Martin,Martin-34974,Okeechobee,Okeechobee,667,Martin-34974,,0,0,1.2181603438777,0.0336346794263752
1086,34974,1690,47,Okeechobee,Okeechobee-34974,Okeechobee,"Okeechobee, Buckhead Ridge, Cypress Quarters, Taylor Creek",704,Okeechobee-34974,Okeechobee,820,820,1.21300084207493,0.0472703966646816
1087,34974,1691,50,Palm Beach,Palm Beach-34974,Okeechobee,Okeechobee,822,Palm Beach-34974,,0,0,1.39292972781411,0.0540403675498509
1088,34981,1693,56,St. Lucie,St. Lucie-34981,Fort Pierce,"Fort Pierce, Port St. Lucie, Fort Pierce South, White City",1030,St. Lucie-34981,Fort Pierce,186,186,0.234255633947124,0.00243692545945534
1089,34982,1694,56,St. Lucie,St. Lucie-34982,Fort Pierce,"Fort Pierce, Port St. Lucie, Fort Pierce South, Indian River Estates, White City",1031,St. Lucie-34982,"Fort Pierce, Orlando",1072,1072,0.407829136905867,0.00420046845509468
1090,34983,1695,56,St. Lucie,St. Lucie-34983,Port Saint Lucie,"Port St. Lucie, River Park, White City",1032,St. Lucie-34983,"Apopka, Fort Pierce, Orlando, Port Saint Lucie, Saint Lucie West",1669,1669,0.346602406026079,0.00358614677877503
1091,34984,1697,56,St. Lucie,St. Lucie-34984,Port Saint Lucie,Port St. Lucie,1033,St. Lucie-34984,"Fort Pierce, Orlando, Port Saint Lucie",514,514,0.329791168385238,0.00228466803225275
1092,34986,1698,56,St. Lucie,St. Lucie-34986,Port Saint Lucie,Port St. Lucie,1034,St. Lucie-34986,"Fort Pierce, Port Saint Lucie, Saint Lucie West",833,833,0.282047158643313,0.00438887730048432
1093,34987,1700,56,St. Lucie,St. Lucie-34987,Port Saint Lucie,Port St. Lucie,1035,St. Lucie-34987,"Fort Pierce, Port Saint Lucie",415,415,0.827949316526095,0.0224406305390199
1094,34988,1702,56,St. Lucie,St. Lucie-34988,Port Saint Lucie,Port St. Lucie,1036,St. Lucie-34988,Port Saint Lucie,<5,-2,0.603034966325741,0.00881872498148673
